Genes,GLC01,A549,BEAS,NCI-H23,CALU-3
GDIR1_HUMAN,6.259771892,5.520766456,6.080630163,4.506931608,4.511047348
APC11_HUMAN,7.19094947,6.928344449,7.454471151,5.815515694,5.280312745
PCY2_HUMAN,2.377140232,2.610606663,1.424842219,1.455058558,2.808025524
SIR7_HUMAN,5.507523998,5.369798342,5.664356345,5.120971118,5.207173633
MAFG_HUMAN,7.071306152,7.704873385,8.099393153,6.649024751,6.611555313
P5CR1_HUMAN,7.528025899,6.697379227,6.92170809,7.065378205,7.018515477
ACTG_HUMAN,11.21256302,12.22196661,10.00462141,10.74042531,10.21964484
PDIA1_HUMAN,7.435328019,6.547441936,7.151124265,6.031341194,6.654161422
TBG1_HUMAN,6.329529396,5.922993815,5.894733612,6.853591349,5.980610985
CCR10_HUMAN,0.920818278,1.99206547,0.793626382,3.791772643,-0.340850857
CNTP1_HUMAN,0.919907929,4.218788075,2.427909915,2.765302227,-0.125928928
EZH1_HUMAN,4.185979418,4.810232718,4.484740873,4.997189394,4.17032975
VPS25_HUMAN,5.387979741,4.6264474,4.927318135,4.67358776,5.247157274
TLC3A_HUMAN,3.474254414,3.924435344,3.799932767,2.050050865,2.995443752
GEMI4_HUMAN,5.322778911,5.827891204,4.798548561,5.794318467,4.711849665
MRM3_HUMAN,4.143583716,3.865806289,3.509210212,3.953021704,2.95274703
RFFL_HUMAN,5.063020527,6.39176122,4.898558547,6.290621819,5.149363075
NLE1_HUMAN,3.009876893,3.480481212,2.896254489,3.623704398,3.193053939
SLFN5_HUMAN,1.943798744,6.317564031,6.14031982,4.639943315,7.262245965
RA51D_HUMAN,4.407252356,4.601005775,4.127654341,4.806200416,2.941786183
KANL1_HUMAN,5.484086655,5.645295378,5.910700068,5.19156236,6.235023233
VPS53_HUMAN,5.50028365,5.576892568,5.434896119,5.555694357,5.578876129
RN157_HUMAN,2.382232585,4.003595799,3.626618534,2.314551098,3.82950628
UBAD2_HUMAN,4.325853386,5.430905323,3.876752237,4.67653089,5.296742224
KDM6B_HUMAN,2.83400013,2.936767432,2.647014741,3.314173099,2.990748153
FA20A_HUMAN,2.456571242,-0.014861464,-0.340850857,-0.340850857,-0.340850857
ARSG_HUMAN,1.526736359,1.781676763,1.468440903,1.028261598,0.077675276
AMZ2_HUMAN,5.601982576,6.26253973,6.161337482,5.802672478,5.656099692
CSKI2_HUMAN,2.918999936,2.06416457,3.443735789,2.023860955,2.281731963
SEN54_HUMAN,4.679378191,4.73310449,5.342880018,4.653277061,4.951421905
L2GL2_HUMAN,6.341135068,4.870051792,3.257921771,2.966104398,6.942496122
MIRO1_HUMAN,6.463921988,6.781564387,6.131498997,6.212892582,5.400172887
STA5A_HUMAN,1.546903462,2.531827151,1.440976608,-0.340850857,1.228856221
KCD11_HUMAN,2.60142151,2.951545738,1.554902265,2.906367719,2.313227366
SMG8_HUMAN,1.317101811,1.161504347,1.817459266,1.394615183,1.049852626
SMIM5_HUMAN,-0.340850857,-0.155374411,-0.176915927,-0.115236367,1.713289783
RN227_HUMAN,1.010883613,1.122963782,1.970960783,2.008977206,0.936835758
SEPT9_HUMAN,7.052584171,7.363341008,6.152156912,5.881884479,7.768972802
CHMP6_HUMAN,2.754222375,2.329465014,2.205292192,1.428462538,2.309952326
LMTK1_HUMAN,0.216491901,1.401541311,0.957447942,2.122660887,0.220272246
AP4AT_HUMAN,2.805762472,3.683544541,3.614668326,3.29275179,2.877497871
GALK1_HUMAN,3.770790765,3.276900469,2.81316781,2.780761821,2.486610763
TIM22_HUMAN,4.235854388,3.826904555,4.009421095,4.18290168,2.998831323
1433E_HUMAN,9.212083128,9.925845712,9.391812861,9.650228729,8.922973366
ABR_HUMAN,4.873954485,6.710501385,4.962122028,5.165125936,5.666269497
CQ067_HUMAN,0.785196126,0.949300666,2.249152376,1.283651296,1.71632519
DGKE_HUMAN,3.651844518,4.018185327,6.027652977,2.447358864,4.745508941
TRI25_HUMAN,5.805704055,6.914885881,6.911541406,5.531827954,6.890229109
WIPI3_HUMAN,6.992006941,7.213919383,7.810196129,7.221577776,6.921101518
RB40B_HUMAN,3.434953004,4.239223881,3.262289414,2.735542527,4.83433577
KT3K_HUMAN,4.812400753,5.240618898,5.804638038,3.785028669,4.166075796
FN3K_HUMAN,1.173802292,1.267860255,2.300783597,0.235325605,0.480792459
TBCD_HUMAN,5.296223779,5.919854723,5.543748774,5.491831221,4.855972321
METRL_HUMAN,3.663721452,2.070991716,4.623492233,1.105269611,3.775675819
PTG3L_HUMAN,0.072819015,-0.012256657,-0.340850857,1.076047954,0.419473633
PDK2_HUMAN,2.975925037,3.015667579,3.613259203,3.298610695,2.779748879
SAM14_HUMAN,-0.12854251,-0.340850857,0.467046934,1.360659308,-0.340850857
NEB2_HUMAN,5.906603137,6.39190259,5.704123365,6.963940602,5.962302423
CO1A1_HUMAN,0.552549172,1.492450484,1.555706371,3.078513847,0.774899508
TMM92_HUMAN,3.288109912,3.601166848,-0.340850857,-0.115236367,2.729278494
XYLT2_HUMAN,4.470426882,4.84488844,4.72184071,4.788953055,4.601584697
RM27_HUMAN,5.946000055,5.862278189,6.823814015,5.60706535,5.476128403
EME1_HUMAN,3.799187547,4.198116243,4.796952935,4.166368487,3.933043882
LRC59_HUMAN,6.978002708,6.230244335,7.901541235,6.903803353,6.933983861
MET2A_HUMAN,4.029139888,4.381450385,5.135477793,4.420980537,3.589349356
MRC2_HUMAN,2.526762267,5.327660691,3.826205969,4.738186381,0.115192442
TLK2_HUMAN,4.889120761,5.396366611,6.194689968,5.298946316,4.18957707
S2539_HUMAN,6.051773408,5.696203518,4.019463243,6.000239464,6.231303556
GRN_HUMAN,6.864110514,7.676681293,6.752147222,7.25253588,7.682088807
F1712_HUMAN,2.946713186,3.380367661,3.379152248,3.733240617,1.609374822
SYNRG_HUMAN,5.434758958,6.610266072,6.249775041,6.421729918,7.305548079
DDX52_HUMAN,7.202248254,7.220732952,7.171013328,7.944116925,8.58300859
HNF1B_HUMAN,4.88283502,4.278577069,-0.340850857,-0.340850857,5.316394103
ERAL1_HUMAN,2.826955151,2.995514107,2.916461791,2.946189315,2.39494997
FLOT2_HUMAN,5.616289985,5.22036956,4.904373342,4.372616127,5.106957067
DHR13_HUMAN,3.713181731,2.949542227,4.463697999,2.470660781,4.025129218
PHF12_HUMAN,3.370190504,3.505171074,3.140250077,3.875941648,3.35772799
ADRO_HUMAN,4.468607332,4.412503389,3.408840293,4.729252138,2.828632054
HID1_HUMAN,1.884619223,0.306738613,1.259111095,-0.129999964,3.878474027
CDR2L_HUMAN,6.040592621,4.393083671,5.542924358,3.816858997,5.496447907
ICT1_HUMAN,6.145242971,5.636106454,5.473063789,4.876421541,5.767039116
ATP5H_HUMAN,7.259900249,7.350485119,6.559486781,6.68275026,6.977352182
NACA2_HUMAN,0.670123998,1.770567845,1.079512969,1.576951054,1.471160422
INT2_HUMAN,5.893349173,6.127156352,5.656846943,5.384230883,3.906300343
MTMR4_HUMAN,4.242678676,5.831688177,5.790460794,5.463884113,4.679044991
FANCJ_HUMAN,5.422656919,5.440736202,6.99992269,5.469238321,4.044761796
RNK_HUMAN,-0.340850857,0.822839553,0.715054404,1.428015503,0.847921662
BCL6B_HUMAN,-0.142594238,-0.340850857,-0.340850857,4.212566023,-0.340850857
ASGR1_HUMAN,0.072819015,-0.340850857,-0.183183322,0.613897726,-0.125928928
DLG4_HUMAN,2.678833652,5.138139962,3.874404951,4.94882187,1.85493588
ACADV_HUMAN,5.847347985,5.646963222,4.811796372,5.664524164,5.810166866
DVL2_HUMAN,4.558053566,5.080354825,6.015666911,4.837251514,4.237420313
PHF23_HUMAN,5.487955174,5.668336576,4.810425532,6.133369518,4.669879389
GBRAP_HUMAN,2.429733272,1.107751032,1.440976608,1.36324921,1.389414115
CNEP1_HUMAN,8.602747869,8.345539181,7.577249743,7.773402808,6.873330478
CLD7_HUMAN,0.41104773,0.363323812,1.942796168,-0.115236367,7.276801819
YBOX2_HUMAN,-0.340850857,0.362448255,-0.340850857,2.034503592,-0.340850857
RSLAB_HUMAN,-0.139489332,0.036458863,2.478467675,-0.340850857,0.227191077
MMP28_HUMAN,3.433842704,-0.021855587,2.048923677,-0.340850857,-0.340850857
CCL5_HUMAN,-0.139489332,2.142569252,0.090095907,2.802343101,1.02619502
ABH15_HUMAN,5.031671358,5.081403169,4.343093909,4.450750524,4.388852079
P5I13_HUMAN,4.57728773,4.138523334,5.01149226,3.871165669,3.239798585
GIT1_HUMAN,5.335228499,6.093882122,5.637719702,6.629372772,5.298167297
AN13B_HUMAN,0.932943179,1.282173151,1.287100766,2.076322255,0.226545288
F222B_HUMAN,5.03882693,5.029054301,5.485277121,5.322762933,5.826823146
SEPT4_HUMAN,0.002012109,1.280484979,1.747403872,0.493305204,-0.340850857
KRT34_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,-0.340850857
MXRA7_HUMAN,3.452501834,2.645225973,4.990642517,3.773382886,1.256631683
BAIP2_HUMAN,2.26762977,3.421011192,5.138249983,2.304579576,3.261780031
KCJ16_HUMAN,5.788370793,-0.155374411,-0.340850857,-0.124300497,-0.340850857
TTLL6_HUMAN,0.945854603,-0.340850857,-0.340850857,-0.340850857,0.079179578
UB2G1_HUMAN,5.952582467,6.108551987,5.365092861,6.057433902,4.945002423
KCAB3_HUMAN,1.711427279,1.066736609,2.213641327,2.358768797,1.609544402
LSMD1_HUMAN,6.552965298,5.721350456,4.503758711,5.888459423,4.001161396
TRI37_HUMAN,5.830387262,6.40209167,7.365032081,6.608719022,5.00556269
GDPD1_HUMAN,3.393624553,2.505281435,4.181695493,3.562232934,3.286063564
YPEL2_HUMAN,3.750522334,5.154190156,1.02416375,2.625214154,2.562554063
GPC5C_HUMAN,4.013609036,4.414573478,2.39288296,2.669470394,3.702058586
RFNG_HUMAN,3.056408046,3.079728346,3.730782705,2.396135966,2.485992376
DUS1L_HUMAN,4.575058426,4.200206367,4.584036328,3.903032648,4.408930225
FAS_HUMAN,7.653055268,7.493350074,6.331577161,6.855323238,8.088020184
KRA15_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,-0.340850857
KRA23_HUMAN,-0.340850857,-0.340850857,-0.340850857,1.978324299,1.218102546
KR412_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,-0.340850857
HDAC5_HUMAN,1.28402894,2.482612252,2.230498969,1.769294191,1.597034556
SRBP1_HUMAN,5.149510391,5.340211895,2.762790943,3.431426308,3.721232861
GSDMB_HUMAN,0.8974495,1.167823339,2.085577462,1.613604824,7.825899373
CORO6_HUMAN,0.198739383,0.176971809,0.844293854,2.527284134,-0.340850857
PRCA1_HUMAN,0.871821865,0.688481463,-0.073839023,2.267222448,0.77394862
TRI16_HUMAN,5.07475125,6.14741114,3.255496373,3.855323526,3.659297537
Z286A_HUMAN,2.827911877,3.7274328,2.415933059,2.582579459,1.859339529
ADAP2_HUMAN,2.152779313,2.585934672,0.632005434,3.689046373,-0.125928928
RN135_HUMAN,4.329691082,4.893317607,2.745395233,4.426113839,2.924732907
ABCA6_HUMAN,-0.142594238,-0.340850857,-0.183183322,-0.129999964,-0.340850857
ABCAA_HUMAN,1.28299513,0.554962639,0.66644022,0.789415384,-0.125928928
TNK1_HUMAN,0.646041945,0.034729611,1.330794723,0.381411122,1.121518051
SLN12_HUMAN,-0.340850857,-0.150746835,5.406537951,1.425760903,-0.125928928
SLN13_HUMAN,-0.340850857,-0.340850857,2.149458239,3.216503781,3.099696143
SLN11_HUMAN,-0.340850857,-0.150746835,5.053123394,3.730874099,4.483439285
K1H2_HUMAN,-0.340850857,0.226562885,-0.340850857,1.59842826,-0.340850857
K1C13_HUMAN,0.214320456,-0.340850857,-0.340850857,-0.340850857,4.259898101
K1C15_HUMAN,4.274612494,1.976141442,-0.183183322,0.612215221,4.062422795
K1C19_HUMAN,0.002012109,0.761903323,1.139094548,1.853312865,10.44179718
EIF1_HUMAN,10.24582189,10.27264375,10.95944473,9.640239447,9.693436072
RL38_HUMAN,9.637865687,10.13927788,9.442008256,10.04883227,9.361283877
TTYH2_HUMAN,0.611441993,1.194438394,0.787774652,2.028690902,0.005350317
LG3BP_HUMAN,3.281138965,5.030605082,5.128585478,0.353594125,5.979090792
CANT1_HUMAN,5.608765932,5.460400224,5.651532432,5.543678766,5.866737124
C1QT1_HUMAN,3.967630592,4.26675904,1.479989039,4.506705913,0.481300614
ENASE_HUMAN,3.270570428,3.618784687,2.911287802,3.084434779,3.630485718
RFOX3_HUMAN,4.544579886,-0.149017584,-0.340850857,0.812221096,-0.340850857
CBX2_HUMAN,4.022492476,3.961468583,3.207289913,3.026755249,1.892323287
MYH10_HUMAN,5.853594651,4.589042048,5.954809493,6.117197009,5.521186409
RFIP4_HUMAN,3.664326855,1.445783774,1.148708596,3.671653259,5.465159876
MFS11_HUMAN,4.212599353,4.599595631,4.300190549,3.322615997,4.294964847
MGT5B_HUMAN,2.481225167,2.747688275,0.221325762,1.244068459,-0.340850857
WSCD1_HUMAN,2.912451278,1.675520928,2.050741739,1.04218674,1.897935527
APBP2_HUMAN,6.051277665,6.886291747,7.272819586,6.586157336,5.692325187
PIGL_HUMAN,4.253628506,4.489201659,3.151320942,3.395274103,3.149399953
CENPV_HUMAN,6.226081041,4.968813569,4.489178408,4.505909467,4.175740361
UBB_HUMAN,9.713073208,9.514640048,9.069334698,9.935661195,8.820688639
TRPV2_HUMAN,-0.340850857,0.041086438,-0.340850857,-0.340850857,-0.340850857
KAP0_HUMAN,8.887154284,9.193549092,9.253141621,8.872355266,8.751809812
KLH11_HUMAN,0.778406488,1.482189266,2.213522033,2.225529332,1.914624888
ACLY_HUMAN,7.876298723,7.95778469,6.909834768,7.519975903,7.704031393
ODAD4_HUMAN,1.422629739,2.531827151,2.211460009,2.639004672,1.027850194
CN37_HUMAN,5.480125791,5.737741596,5.744099478,5.498405535,5.225768364
DNJC7_HUMAN,6.966746549,7.324472709,7.356829186,7.624769035,7.863119876
KBRS2_HUMAN,5.111849607,4.914517752,6.062318664,4.988213448,5.561117304
CQ113_HUMAN,1.736138755,1.506686534,0.632005434,0.403046833,0.543812149
DHX58_HUMAN,-0.340850857,1.475404314,1.9291245,-0.129999964,1.396151492
KAT2A_HUMAN,4.970692837,4.606043073,3.829781375,4.815103409,4.774773191
PPM1D_HUMAN,4.079343804,3.786409168,5.521593576,4.374323436,3.004717788
RAI1_HUMAN,6.045926532,6.666574273,6.432747984,5.640021575,6.23043454
TEX2_HUMAN,4.534267733,4.383952165,6.491388433,5.63258085,3.693272154
K1C17_HUMAN,5.523881618,-0.340850857,5.522873624,-0.340850857,3.58848439
AXIN2_HUMAN,4.06497754,4.087685096,0.72556408,1.786951176,0.005350317
TRAF4_HUMAN,4.193174354,2.538817336,2.913703197,3.537116202,4.630744458
L2GL1_HUMAN,4.00792644,4.499316456,3.798585699,3.813384428,2.156982434
ABCA8_HUMAN,0.874877364,-0.340850857,0.583359971,-0.340850857,-0.340850857
MOT7_HUMAN,3.251305456,1.491737855,3.090677022,0.232635914,0.005350317
RHG44_HUMAN,2.588008241,1.970207566,1.813670923,3.643687189,4.067188699
PIPNA_HUMAN,6.52145098,6.343196472,6.424581696,6.35256074,5.50483227
CEP95_HUMAN,5.005887837,5.026249397,6.186704191,5.208632301,4.658859681
HEAT6_HUMAN,5.394087447,6.089755178,5.978907336,5.886456156,3.5081878
JIP4_HUMAN,6.96969885,7.863387824,7.933202265,7.742233358,7.264452658
SP2_HUMAN,4.169569097,4.276907563,5.431351203,4.19642904,3.664793933
MPP2_HUMAN,1.574337468,2.043855593,1.998424246,2.388827093,2.206844558
PSME3_HUMAN,6.719183486,6.042348819,5.981140187,6.649086351,6.362492957
NARF_HUMAN,3.755469307,4.999215624,4.17438159,4.073674466,3.459247856
MED24_HUMAN,6.557295347,7.240170809,6.642718957,7.807003737,9.312200172
B9D1_HUMAN,4.030113093,4.665250556,2.729436299,3.701977521,3.016918772
B3GNL_HUMAN,1.955302035,2.998738898,0.892020959,2.497273867,1.306473136
SSR2_HUMAN,0.754433805,0.494249174,-0.183183322,0.580990495,1.567424934
COG1_HUMAN,4.300397504,4.338393659,4.850128493,4.211263631,4.180718989
CQ080_HUMAN,4.449544649,4.644419623,5.485426998,4.577261412,4.3177592
BORG4_HUMAN,4.483674435,5.01183093,2.761604326,2.336680522,3.705682069
F104A_HUMAN,5.642162605,5.862281216,5.97958534,5.472725352,5.444192737
TIMP2_HUMAN,6.699805671,8.37258144,9.042374335,5.511672202,8.872334199
KFA_HUMAN,4.439120437,4.462874879,3.814496825,4.528319934,4.278884055
DRS7B_HUMAN,3.307387247,3.305663024,4.258641891,4.565939105,3.760774447
GLOD4_HUMAN,6.513331123,6.337986674,6.575026332,6.011461609,5.236934821
S39AB_HUMAN,5.215782509,5.355828982,3.654875653,4.399951258,6.586292834
ELP5_HUMAN,6.207173113,5.148191351,3.273022839,3.252134863,2.494475604
UBP36_HUMAN,5.603034285,5.454526545,6.817420033,5.996765818,5.50036765
RBP56_HUMAN,7.537263261,7.256720667,7.927776696,7.57128246,7.0720805
EPOP_HUMAN,3.601130617,5.222936303,3.594599155,6.510307358,3.661749111
AF17_HUMAN,5.144714213,5.961269046,5.442864488,6.230003319,7.663486563
CISD3_HUMAN,6.20068084,5.313885918,4.652992429,5.339623481,6.217002261
PCGF2_HUMAN,4.927249662,5.781256944,5.733020891,5.535814401,6.579970537
PSB3_HUMAN,4.653567876,4.427786568,3.572085676,4.78368097,5.466490594
PI42B_HUMAN,4.370843142,4.987120506,4.291969175,4.634729228,4.910482088
CWC25_HUMAN,4.889711606,5.3744718,6.339972643,5.65830148,6.585444299
DCAF7_HUMAN,7.625726626,8.457998612,8.635429852,8.425952142,7.364491946
TBKB1_HUMAN,1.52342005,1.692122494,1.111304451,1.948090738,1.471160422
AT7L3_HUMAN,5.453536981,5.238973622,4.700492152,5.001357057,4.908939143
HEXI2_HUMAN,2.990859705,2.432309978,0.784731636,1.69247483,1.865154441
DCAKD_HUMAN,4.582873324,4.404498949,4.371662525,3.771223474,3.370872208
FBF1_HUMAN,2.591869965,1.557766467,2.62212104,2.100176874,1.46309517
CYTSB_HUMAN,6.986058356,6.121758586,6.587878343,5.308158185,5.586963794
CSN1_HUMAN,4.498598245,4.326802736,4.384464062,4.240837286,3.472450241
KSR1_HUMAN,4.353183038,3.588828275,2.041797595,1.899104662,2.433872833
EPN2_HUMAN,5.945317716,6.85482343,5.844388811,6.827320113,5.418665027
RUND1_HUMAN,5.432213272,5.681526397,5.4188215,5.73669862,5.903494303
EFCB5_HUMAN,-0.340850857,0.369486193,0.340635764,1.539909584,1.057430296
TANC2_HUMAN,5.719100042,6.273750579,7.124199004,6.384685239,4.699653596
CENPX_HUMAN,6.564753221,5.887852874,4.860505739,5.741482841,4.614350227
LRC45_HUMAN,2.069930527,2.079903584,1.027125174,2.073929002,1.56986571
RAC3_HUMAN,2.939528513,3.321260377,3.635758248,2.547776479,0.543812149
DCXR_HUMAN,3.647241533,3.254121883,4.080221992,2.483762457,3.259050927
CCD57_HUMAN,3.090100031,2.735925916,2.583580679,3.197584284,3.031607149
M2OM_HUMAN,6.209969586,5.440686515,5.037882107,5.221747244,4.843020921
RN167_HUMAN,4.959174931,4.350214115,5.066103795,4.968749762,3.827597921
PROF1_HUMAN,7.394523192,7.006019143,5.268015318,6.626830068,5.780257685
ENOB_HUMAN,2.599504569,1.859389445,0.862822009,4.34794391,0.915921201
SPAG7_HUMAN,6.673295198,7.64757314,6.266986073,7.313260719,6.370310221
CMTA2_HUMAN,4.509612236,3.963992858,6.121068293,3.548798395,3.12053057
KIF1C_HUMAN,7.820073245,7.205301485,8.29712761,8.079563854,6.849573708
ZFP3_HUMAN,0.552549172,1.694275803,-0.340850857,0.101313993,-0.340850857
ENDOV_HUMAN,3.433063026,4.52184679,3.720985859,3.031331665,3.530942501
NPTX1_HUMAN,3.391692412,3.621934524,-0.025111469,5.975761801,-0.340850857
CCD40_HUMAN,0.356463998,2.255337517,1.066668571,0.137934832,0.574122844
LYAG_HUMAN,3.79570462,4.551092548,5.076554624,2.686665369,4.62852002
IF4A3_HUMAN,8.226628923,8.406587354,8.28892032,7.802195889,7.993870807
CCL7_HUMAN,-0.340850857,-0.340850857,-0.340850857,0.101313993,-0.340850857
CCL11_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,-0.340850857
CCL13_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,-0.340850857
CCL2_HUMAN,1.243093507,4.762363132,-0.340850857,5.953412165,-0.135742351
NF1_HUMAN,6.821413419,6.933014363,6.699117777,7.056003103,6.406843255
PHB1_HUMAN,6.716272395,6.216381334,6.338577041,6.34874061,6.501967832
G6PC3_HUMAN,4.131687096,4.087119686,2.505453241,3.660558673,3.545749711
ZN594_HUMAN,1.621952968,1.781498779,2.238069053,2.758359551,1.524144952
TNR6C_HUMAN,3.5568577,2.917694497,-0.176915927,3.691575912,3.747904988
ZN232_HUMAN,2.437142673,2.799856677,3.933501508,3.535217875,2.649511468
TEX14_HUMAN,-0.12854251,-0.150746835,-0.054882178,1.027998279,-0.340850857
NUFP2_HUMAN,7.349558318,7.903340387,7.774129495,7.782545021,7.499344601
ITB3_HUMAN,-0.340850857,3.792646147,2.375140234,0.457740545,0.079179578
EFC13_HUMAN,1.820507081,2.34402035,2.752266053,2.843651198,3.922336038
WNT3_HUMAN,3.259600875,2.804410577,2.089287872,1.766679819,1.658987817
KS6R_HUMAN,3.70054283,4.309765159,3.669580723,4.401808802,3.629958266
LEG9_HUMAN,0.739963642,-0.155374411,-0.340850857,-0.340850857,4.688279235
LYRM9_HUMAN,2.152832891,3.38725306,1.691581191,2.051756214,2.220984441
NOS2_HUMAN,-0.340850857,-0.340850857,-0.340850857,1.152333095,-0.340850857
SUZ12_HUMAN,7.982873047,8.220021907,9.065388652,8.599222571,8.05656339
DOC2B_HUMAN,0.412577075,2.469561108,-0.340850857,1.852187719,-0.340850857
RPH3L_HUMAN,3.425717365,2.577654995,0.467046934,0.232635914,1.273435083
LR37B_HUMAN,1.888137785,2.020735295,2.875845493,1.04218674,1.670412853
RPGP2_HUMAN,2.575439149,2.410752962,4.281869291,4.461819829,4.750387331
TRPV1_HUMAN,1.372354733,1.018639743,1.3945164,1.101205423,1.760685553
CTNS_HUMAN,2.442629271,2.543972953,3.94645753,3.000898967,1.975702093
SHPK_HUMAN,1.834213665,2.323266505,2.285529205,3.038377883,1.60011291
TX1B3_HUMAN,4.922876471,4.74314863,3.829035753,4.145177314,3.27404204
EMC6_HUMAN,7.979790494,7.083893072,7.433365958,7.122143212,6.266935207
P2RX5_HUMAN,0.417853426,2.273834451,0.810076779,5.080648894,3.077566445
ITAE_HUMAN,5.2447683,4.573354145,5.208995068,4.47846593,2.910212273
HASP_HUMAN,1.497765601,2.177802355,1.639442964,1.674529928,1.331959707
SOCS3_HUMAN,2.748429615,5.303432956,1.269609073,3.070353617,3.825470754
PGPS1_HUMAN,3.364704324,4.168319878,4.141439654,3.899390859,3.521001986
C144A_HUMAN,0.069714109,1.740144283,-0.189046399,-0.340850857,1.961879971
GOSR2_HUMAN,5.277343438,4.732370738,5.737633275,5.381391348,5.601627761
RPRML_HUMAN,0.018235282,1.270126846,0.09692228,3.506062446,0.332780959
CDC27_HUMAN,7.065599158,7.447557982,6.548064882,7.780738207,6.783651381
PPM1E_HUMAN,0.072819015,-0.149017584,2.680800669,1.391972681,-0.340850857
RA51C_HUMAN,5.498321213,5.352576166,6.076649229,5.62107006,3.664104286
STRAA_HUMAN,1.11742656,1.526552435,1.117036072,0.929680603,0.917913847
