Genes,GLC01,A549,BEAS,NCI-H23,CALU-3
S41A1_HUMAN,4.032310285,4.61508194,5.113749999,4.215215714,3.844202682
ZN670_HUMAN,2.685618653,2.860988667,4.334035429,2.450325924,3.094476602
PURA2_HUMAN,6.782405071,7.042930264,6.376260639,6.652675671,7.12512078
LMOD1_HUMAN,-0.340850857,-0.149017584,0.340635764,-0.340850857,-0.340850857
ACBD6_HUMAN,5.813096376,5.8205111,6.279302074,5.129863317,5.609391706
ST7L_HUMAN,2.636431359,2.478524434,3.571039853,3.083932847,3.488311947
RBBP5_HUMAN,5.128390525,5.652720811,6.15172315,5.586671047,5.395355386
XPR1_HUMAN,5.643529611,5.406225679,5.129130068,4.794659247,5.571519011
KIF14_HUMAN,7.210510399,7.464816414,6.167602583,7.145556386,6.473179241
GT252_HUMAN,-0.340850857,-0.340850857,0.36979719,1.36324921,2.621502713
PCX2_HUMAN,3.482668294,4.007509825,3.493403747,2.377405761,4.314351336
CNIH3_HUMAN,0.41104773,1.035988028,0.603936822,2.074213749,0.9215999
SDCG8_HUMAN,7.505128231,6.264538567,5.890650826,4.12811232,6.977278943
S35F3_HUMAN,2.436612275,3.840181318,-0.340850857,1.263921976,2.137361726
ZN281_HUMAN,7.513947684,7.765605002,6.462669343,7.558034226,6.999769614
ARI4B_HUMAN,7.411175029,7.883494828,8.018800054,7.627439715,8.1452414
3BP5L_HUMAN,5.794280383,5.483670667,5.614895587,4.838061092,5.256652717
WNT2B_HUMAN,1.2952744,0.612957112,1.3945164,2.067388837,1.934545172
NUCKS_HUMAN,11.01321062,11.25376464,11.11457269,10.04111896,10.46818853
M3K21_HUMAN,5.50136776,5.378965773,3.866083508,3.08108175,5.476487581
TI17A_HUMAN,6.991284457,6.036754648,6.31321109,6.295910173,6.339850482
CDC7_HUMAN,3.864267012,3.395328405,5.343888323,4.698368354,3.618215482
SMYD3_HUMAN,3.912564917,5.194635928,3.760786031,4.20963538,4.837239389
KLH20_HUMAN,4.942130753,5.112695794,5.784399019,4.839078562,4.903182986
NTPCR_HUMAN,5.946090536,6.438976585,5.032692318,5.395629591,5.350772848
RAB7L_HUMAN,3.908190175,4.845673697,5.579064995,4.13842755,5.467242691
KCTD3_HUMAN,7.301034394,7.259876012,7.013977839,6.7508649,7.389294081
ZC12A_HUMAN,4.998591533,4.660957779,1.600832841,2.351514289,4.145056084
HHAT_HUMAN,2.785926772,3.62121905,2.542912263,2.972459703,2.586777899
RBM34_HUMAN,1.793636789,0.82524239,1.423708894,1.334025539,1.02619502
KCNK1_HUMAN,5.602661588,1.944065184,3.272793959,0.72612532,6.824178799
HMCN1_HUMAN,-0.340850857,0.082534143,-0.340850857,1.393323848,-0.340850857
CK2N1_HUMAN,8.138608411,1.883021135,3.89275743,2.106641613,7.603936609
MUL1_HUMAN,3.928832693,3.250766366,3.245349933,3.22415452,2.558084848
FA43B_HUMAN,-0.142594238,0.034729611,-0.340850857,1.706721736,-0.340850857
CDD_HUMAN,2.794952379,1.399856034,-0.340850857,0.101313993,2.096360347
PINK1_HUMAN,4.317035544,5.358697992,5.141336446,5.559605004,3.363849999
CDC73_HUMAN,6.470368334,6.438862242,6.851439927,6.204986549,6.380959038
B3GT2_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,-0.340850857
LRC40_HUMAN,5.309300926,5.768366814,5.450071418,5.718880264,5.249578582
AN13C_HUMAN,4.944020179,4.259479716,4.981556543,4.939612538,5.1536966
CGL_HUMAN,5.843956998,3.146087217,3.959370748,3.34184831,4.839817445
E2F2_HUMAN,3.537552678,2.921638612,3.884954559,4.865610015,1.71632519
ID3_HUMAN,8.537799336,8.261729379,4.143588489,9.950278419,5.788600501
RL11_HUMAN,8.728756139,10.11232588,8.261089819,9.837382473,9.055337278
PITH1_HUMAN,4.365511856,5.145604399,5.268171412,5.065164445,4.245750433
LYPA2_HUMAN,5.225020573,5.356140185,4.249273862,5.835379659,5.605583424
GALE_HUMAN,4.938230579,4.511339827,3.326618408,4.178340548,5.22474647
DUS23_HUMAN,4.703609914,4.823161575,4.937057256,5.982039169,2.648409642
CFA45_HUMAN,0.271075634,0.759682732,-0.183183322,1.680125716,0.430149492
AT1A1_HUMAN,7.713342604,7.147236544,7.632270126,7.313995494,9.042541696
ZBT41_HUMAN,6.53600252,6.260489826,5.815495377,5.620236841,6.324464389
EFNA4_HUMAN,2.293455926,1.925530045,1.731584759,2.007038116,2.55593901
EFNA3_HUMAN,3.376064386,2.238467918,1.440976608,3.607390776,0.772593638
EFNA1_HUMAN,10.24862425,7.435412556,6.093517544,8.890143973,7.173570313
SWET1_HUMAN,5.911949336,5.381599536,5.718732957,6.595275352,6.472039244
KTAP2_HUMAN,0.105660348,-0.012256657,0.099292014,1.158054718,0.005350317
TSP3_HUMAN,1.233963503,1.612508803,0.632005434,2.782233745,1.944158868
SCAM3_HUMAN,4.825612757,3.705050037,4.327523408,4.846043561,3.812745049
CLK2_HUMAN,4.840573572,4.797819847,5.153201815,5.761372105,4.736870698
HCN3_HUMAN,2.01123643,1.783368038,2.358707446,3.44209228,2.027018996
6PGD_HUMAN,8.19959751,8.337112708,4.070991929,3.337789654,4.969567596
CENPS_HUMAN,4.743020334,5.00044226,4.933812694,4.719020662,3.637673506
DFFA_HUMAN,6.183172912,7.241633332,7.298137916,8.157744734,6.961682892
RUXE_HUMAN,7.618297407,7.46188446,6.492351243,7.108155985,6.785674118
ASM3B_HUMAN,1.00573199,-0.150746835,0.305001978,0.813812625,2.464897313
XKR8_HUMAN,2.023164132,2.693161266,1.99064017,2.763483332,1.404907352
FA89A_HUMAN,4.137443945,3.673340618,1.723231436,1.598519332,3.823701607
CA131_HUMAN,5.761837824,5.543532696,5.191214509,5.060831068,6.250885762
TOE1_HUMAN,3.39881367,2.939666089,3.811585758,4.469600021,3.34796441
TESK2_HUMAN,-0.340850857,0.360081708,1.465200473,0.580990495,-0.137246653
CC163_HUMAN,0.754433805,0.836748963,0.99755155,1.282721101,0.77858556
MMAC_HUMAN,2.588078488,3.28381611,4.592829909,4.129997355,4.383513018
ACM3_HUMAN,1.579673885,-0.155374411,5.97232373,2.523540065,0.568708315
F102B_HUMAN,3.027366461,1.537158727,0.640772136,2.482946328,1.770504149
HENMT_HUMAN,2.774201836,2.231549937,0.087161542,4.452892897,3.957608364
PR38B_HUMAN,6.744972234,6.809273101,8.91625292,8.254976475,7.62153578
STXB3_HUMAN,4.192567286,3.751489635,4.268064284,4.706029225,4.077513146
KISHB_HUMAN,3.982285474,3.855542996,4.836733888,4.383374104,3.898273128
RT29_HUMAN,7.071472679,6.830722344,6.388134253,8.712440281,7.330873198
SYT11_HUMAN,0.200268728,2.418457335,0.488337596,4.146630472,0.368283746
KHDC4_HUMAN,4.457588316,4.541146298,5.885063249,6.053193596,4.81454311
SSRB_HUMAN,7.638409124,7.026383253,7.371779067,7.954625994,7.354425197
UBQL4_HUMAN,1.597786369,2.079424098,2.094762884,3.298814513,2.053305306
RAB25_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.129999964,5.563569148
SMG5_HUMAN,2.519621705,1.366443213,3.785010637,3.96926423,3.365849958
TMM79_HUMAN,1.23024539,1.98068796,2.285514031,2.825306955,2.010038795
TCPG_HUMAN,8.703949614,8.288361443,7.357198084,9.816667267,8.816167319
MEX3A_HUMAN,3.513782073,5.205151449,2.750463489,6.098116636,3.19777924
CP4X1_HUMAN,-0.142594238,-0.340850857,2.762872811,-0.129999964,-0.137246653
PDZ1I_HUMAN,1.209006149,4.092718156,0.176700834,-0.340850857,5.740247096
IGSF3_HUMAN,5.50119675,4.650306517,1.481687359,4.303281601,4.555391592
GLNA_HUMAN,0.018235282,-0.340850857,3.870579363,4.196791985,4.641099819
COA6_HUMAN,6.049114154,5.740226862,5.688876277,5.285152756,5.392539271
ELYS_HUMAN,5.686643345,5.90934549,5.921277575,6.51005297,5.602840527
FRRS1_HUMAN,2.695852577,0.929195461,0.863009361,1.865603241,4.52705685
LEPR_HUMAN,3.196237776,6.021953702,5.361760435,3.367969825,4.109443789
PSMD4_HUMAN,8.660360182,8.580453796,8.273241906,9.354288362,8.362217
TAGL2_HUMAN,10.40321569,9.898276325,9.248369247,11.53236197,9.863189741
PEA15_HUMAN,5.441450074,5.643724216,8.869786742,7.460886764,6.429236792
G6PE_HUMAN,4.599287977,4.788169626,3.220874512,3.968416031,4.610504985
FOXD2_HUMAN,3.882070516,2.855398684,1.907306109,4.400331755,3.457187719
OST48_HUMAN,4.827111608,5.497312287,5.172541339,5.453761194,5.331216177
SIAT6_HUMAN,2.185526028,2.13938561,3.078647186,2.233778326,2.283223618
ZN692_HUMAN,3.49468792,2.950249302,2.643160734,3.244736675,2.631959036
FGGY_HUMAN,1.65073422,3.002934526,1.440976608,2.715289379,2.802991763
DISC1_HUMAN,-0.139489332,2.413088296,0.583359971,-0.124300497,0.887057864
PXL2B_HUMAN,4.154395993,2.484527589,3.497971485,3.41408635,4.620562629
DPM3_HUMAN,6.286114472,5.291910543,2.748501623,4.440283426,3.461161793
K2013_HUMAN,5.902541816,6.380134326,6.02135056,5.817397236,5.74895172
PLOD1_HUMAN,3.710021191,3.907079951,3.699036112,4.154294398,4.011669424
MIIP_HUMAN,2.544386365,3.22155737,3.282262789,4.117452616,2.819793366
RBBP4_HUMAN,6.138772635,6.781319984,6.997144888,6.85193823,6.438276406
SYNCI_HUMAN,3.387235066,2.506288395,2.066627065,0.370139602,-0.137246653
K1522_HUMAN,4.110129462,4.200784065,4.086709846,1.708726945,5.619417667
S1PBP_HUMAN,5.168859955,5.372483372,5.43302751,5.467674067,4.844120524
TMM54_HUMAN,2.840781814,2.881493743,2.288798481,2.275480055,4.126266706
UFC1_HUMAN,7.645439978,7.301770094,7.251217288,7.959855204,7.164360153
PPOX_HUMAN,2.935834886,3.406870589,2.944490003,4.105518055,2.420059322
B4GT3_HUMAN,5.294524391,4.7919781,5.35158434,6.397141898,5.503748972
ATS4_HUMAN,0.275157436,-0.150746835,-0.340850857,-0.340850857,-0.340850857
TM40L_HUMAN,2.527060382,3.102661416,3.628469423,4.679711529,3.736585831
GPHRB_HUMAN,1.175681837,1.607095877,2.869144688,2.038070069,2.713219514
MFN2_HUMAN,6.01309582,6.391977443,6.952877456,6.821681243,6.467234894
FACE1_HUMAN,5.872576968,4.792843625,5.030846621,5.550538836,6.025866602
ZF69B_HUMAN,0.947279991,1.89525472,2.687806713,2.812577856,2.075881862
MFR1L_HUMAN,4.758038141,4.953366406,4.849542213,4.857850861,3.837239409
AUNIP_HUMAN,3.290703932,3.066303817,5.050846929,4.798266512,3.416841901
PAQR7_HUMAN,2.728502804,3.728955638,2.49266192,5.534574644,4.348738037
STMN1_HUMAN,8.807650717,10.24854533,9.807045178,9.844359405,8.441637035
RN220_HUMAN,5.981263682,6.451247945,6.452124113,6.278823015,6.027207535
TMM53_HUMAN,3.278223802,3.494077859,2.677890676,3.026801577,3.703434927
ARMD1_HUMAN,-0.340850857,0.17321979,-0.031378864,-0.340850857,1.447900818
KIF2C_HUMAN,4.996025261,5.761696888,5.705636616,6.410597842,5.524247223
RS8_HUMAN,11.01564543,11.84454683,10.54610101,11.20638187,11.18893307
PLK3_HUMAN,2.833347381,2.610691007,3.013105347,2.180022545,3.357300529
EI2BG_HUMAN,4.625576021,4.822335349,4.435405311,5.297891515,4.817549881
HECD3_HUMAN,2.56366161,2.451242273,2.908048899,2.16574058,1.944661966
DCUP_HUMAN,3.316042788,4.64086089,5.47776264,4.859252994,4.076739274
NOL9_HUMAN,5.850015084,5.281645974,5.685891902,6.848289915,5.633853615
TZAP_HUMAN,0.557825522,0.360081708,1.547116291,1.53024486,1.029654834
LRC8C_HUMAN,2.196321649,3.81364806,4.406347982,4.533371233,2.583575967
HEAT1_HUMAN,6.289511712,6.249688968,5.634376511,6.828912027,6.339446705
STX12_HUMAN,4.378748038,5.245218287,5.416726758,5.112170464,5.082488892
PP1R8_HUMAN,6.299496179,6.273257208,6.446420674,6.575089415,5.87751515
THMS2_HUMAN,-0.139489332,1.492450484,1.38380574,1.740537867,0.37051864
RFA2_HUMAN,4.355076957,4.944134029,5.866642514,5.292157862,3.566300235
AT132_HUMAN,1.409439808,1.706735643,2.554281177,2.933339985,1.567070164
SDHB_HUMAN,6.787054758,6.858019789,5.850736836,7.28172051,5.832708385
PADI2_HUMAN,1.547990083,4.009242519,1.944043647,3.397973467,1.284312813
PADI1_HUMAN,0.869382171,1.878347531,0.251096472,0.580990495,3.572979576
PADI3_HUMAN,0.41104773,4.481460027,-0.176915927,0.801118307,1.514111085
CCN1_HUMAN,4.479355492,5.398911383,7.800248982,7.961440351,6.993325067
HIPL2_HUMAN,5.453522764,5.445277472,-0.073839023,2.977131138,-0.340850857
TAF1A_HUMAN,3.294832403,3.803088227,3.171263821,3.908869484,3.387103938
TGO1_HUMAN,6.248370175,6.080654072,7.015980675,5.830615823,6.254698892
AIDA_HUMAN,2.902196072,3.18140889,3.150820624,3.592153798,2.217303115
BROX_HUMAN,7.476999625,7.301980439,7.150549843,6.740705354,7.271504795
TLR5_HUMAN,0.406294488,-0.155374411,0.132556066,0.086550396,3.078272414
ERMAP_HUMAN,1.875292935,2.607197004,1.71974555,0.727357846,2.33478334
ZN691_HUMAN,1.009747976,1.332341262,0.840771456,1.33011899,1.049852626
DISP1_HUMAN,3.761275219,2.917761132,3.303890148,2.438865704,2.582509264
ZN697_HUMAN,1.545454213,2.806003902,3.737315745,3.606068639,2.674640022
SERA_HUMAN,4.089416248,4.705005901,6.484915573,3.139820255,5.750926985
LRC47_HUMAN,6.451628921,6.40528357,7.067497523,7.391485933,6.410008533
TBCE_HUMAN,1.511830548,1.590235064,1.991557844,1.285216342,1.337626999
DEN4B_HUMAN,4.708750305,4.084539687,5.345382748,5.012737502,4.318240174
CR3L4_HUMAN,5.334190036,5.376387893,4.283548709,5.262356639,5.505565185
JTB_HUMAN,7.689898899,6.083793807,6.543869803,7.417721523,6.552108834
RAB13_HUMAN,6.473213607,6.891268553,6.663590119,7.460554326,6.114488903
RS27_HUMAN,7.967975801,8.052770842,6.805726854,8.93731345,7.69571755
CA052_HUMAN,4.708094115,4.41877299,5.553254253,5.681157476,5.06329442
CE104_HUMAN,5.460439686,5.442812746,6.793839919,6.209151425,5.737884235
DFFB_HUMAN,3.152026447,1.974357274,1.910361452,1.339788318,1.912512976
PPA6_HUMAN,4.278915718,3.803780533,3.40552105,3.960566749,7.458326242
CA021_HUMAN,5.614686025,4.37412513,1.300945066,2.304687144,5.054171447
ZN436_HUMAN,0.902601123,2.290026513,2.398710363,2.275075005,1.61307548
TCEA3_HUMAN,0.069714109,0.46967972,2.315450931,3.74411696,1.260822927
B3GL2_HUMAN,5.232905568,5.194133035,4.784818393,4.636274277,5.021110417
HSP76_HUMAN,-0.340850857,-0.150746835,-0.340850857,1.391972681,-0.125928928
FPPS_HUMAN,6.25252807,6.242272801,5.609096349,7.192076401,7.348703833
GPSM2_HUMAN,4.346042137,4.528582508,5.350575372,5.270157237,4.283795019
KCNK2_HUMAN,-0.340850857,0.694269949,-0.019248392,1.291833047,0.573902329
RO60_HUMAN,6.890359361,7.212508083,7.713307185,6.747929482,6.71297768
SYT6_HUMAN,-0.340850857,4.017135096,-0.340850857,2.860712948,-0.340850857
TSACC_HUMAN,1.082826608,0.737117736,0.099292014,0.603826063,0.225686776
CFA57_HUMAN,-0.340850857,0.363323812,-0.176915927,2.081151585,0.007585212
EBP2_HUMAN,6.516349664,6.79378051,7.089628405,8.875727105,7.430216935
SYWM_HUMAN,5.4502473,6.36044519,5.853173298,6.038668648,5.56728977
PACC1_HUMAN,3.829650383,3.565836112,3.727926419,2.831813973,3.399120151
FA76A_HUMAN,3.126876789,4.07361039,4.864596919,3.665241141,3.417394095
GLRX2_HUMAN,6.593151278,5.792092494,7.194598638,5.656623005,5.975757268
UBP33_HUMAN,6.601931439,6.611020693,7.483618332,7.103694979,7.049362994
PUM1_HUMAN,7.835807595,8.285370649,8.057624642,8.154633988,8.327387627
TNR25_HUMAN,-0.139489332,0.83015532,0.212129656,1.462999302,1.121100682
RCOR3_HUMAN,5.698046318,5.30166248,6.027561334,5.380559442,5.873933619
ZCC17_HUMAN,5.017230686,5.793548299,5.962823139,5.581468483,5.382063589
POGK_HUMAN,5.768581897,5.14974884,5.449401577,5.353848987,5.664699641
PAQR6_HUMAN,2.764584818,2.22981233,0.275024903,3.380204027,1.676102881
RGL1_HUMAN,0.947279991,0.363323812,2.558951585,0.843225824,1.787846659
PTBP2_HUMAN,3.89363608,4.272236616,4.172548104,3.355262988,3.880840624
CENPR_HUMAN,7.083614609,6.989916935,7.708378408,6.765185001,6.597142703
KCNC4_HUMAN,2.578092648,2.414102262,-0.019248392,4.00655179,3.880856758
EAF6_HUMAN,5.684315719,6.042116268,6.098025567,5.910181316,5.966276369
PPT1_HUMAN,6.058029691,6.658278719,7.234244537,7.248880005,6.669410883
PKHG5_HUMAN,0.610699612,1.66144046,0.305001978,1.561610833,1.026480091
LEG8_HUMAN,5.072206748,6.080360703,6.027592509,5.136242312,5.292932462
RM20_HUMAN,6.789651598,6.076512316,6.014366145,6.729755946,6.250121784
VWA1_HUMAN,2.544978714,1.331628632,0.462669512,2.522665781,3.292354399
ABCBA_HUMAN,3.883898656,3.156103489,3.159309456,2.279876516,2.448007234
URB2_HUMAN,4.806272602,3.952541168,4.543676259,4.518560733,3.996353671
OTUD3_HUMAN,3.319993615,3.349164025,3.801397312,4.605802439,3.165975714
MKNK1_HUMAN,4.395049839,4.369838161,4.478376759,4.209737507,4.543663487
ARTN_HUMAN,0.552549172,0.176971809,-0.340850857,2.84299255,0.330114371
IPO13_HUMAN,2.389324288,1.769194593,2.655599555,2.275075005,2.435751319
VATO_HUMAN,5.521279655,4.574993965,6.371830368,4.723005232,5.36008536
CCD24_HUMAN,1.94264639,1.388716952,0.221325762,1.480983904,1.130838113
SC6A9_HUMAN,2.990501865,1.593290156,2.830578878,1.497736846,2.377517882
EPHX4_HUMAN,-0.340850857,0.036458863,0.680609715,0.370139602,2.056614218
FND10_HUMAN,0.7700245,1.035022483,-0.176915927,1.766679819,0.022082572
S352B_HUMAN,0.963062685,4.16930657,6.214821428,2.074213749,2.207460408
NADK_HUMAN,2.695629484,2.024960601,2.433230768,2.196466865,2.713882082
NC2B_HUMAN,6.254954956,6.034865323,7.34919429,7.079164702,6.341913311
MAPK2_HUMAN,7.338561533,6.379009058,6.033007618,5.395247025,6.252921675
IL24_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.340850857,-0.340850857
FAIM3_HUMAN,1.11742656,1.526552435,1.274525771,-0.340850857,1.101523043
PIGR_HUMAN,-0.340850857,-0.340850857,-0.340850857,-0.115236367,7.614075145
SARG_HUMAN,4.814418641,-0.340850857,-0.025111469,0.403046833,7.081293534
ANM6_HUMAN,-0.139489332,-0.340850857,3.962631155,3.674517445,3.874690247
SH3L3_HUMAN,4.7587119,4.852845557,3.546946899,4.934338672,5.045561953
TINAL_HUMAN,1.252075987,2.144191309,0.675136616,-0.115236367,6.927227133
PEF1_HUMAN,3.376911959,3.798881279,3.859024453,2.967779672,3.668992876
ORC1_HUMAN,4.068024212,4.450921749,4.348212098,4.523066203,3.618549126
SDE2_HUMAN,4.042590403,4.294760531,5.764407763,4.225205618,4.47068637
H33_HUMAN,3.177723845,2.694343482,2.888462683,2.860712948,3.095476194
GCP60_HUMAN,6.846895841,6.851554474,7.288994846,6.832797082,7.305542248
DEGS1_HUMAN,6.218224855,5.694587074,7.078303337,6.650007937,5.545570003
NVL_HUMAN,4.087318528,4.412541716,4.997734419,5.512424134,4.896860877
CNIH4_HUMAN,7.838148322,6.931905587,7.329469773,6.373536973,7.123424939
HEYL_HUMAN,3.27460142,2.177802355,-0.340850857,2.222806318,-0.340850857
HPCL4_HUMAN,-0.340850857,-0.340850857,-0.340850857,1.224700508,-0.340850857
PABP4_HUMAN,7.373133426,8.134935919,7.177675355,8.376139492,7.590278539
ECM1_HUMAN,0.198739383,0.041086438,-0.340850857,-0.340850857,-0.137246653
ENSA_HUMAN,6.248123695,6.256846123,6.577642727,6.644097084,6.706536442
GLP3L_HUMAN,5.55228848,5.524822978,6.413389872,5.635047723,6.730361459
HORM1_HUMAN,3.832768452,3.51228637,-0.340850857,-0.340850857,-0.137246653
MCL1_HUMAN,7.683598444,8.43747794,8.601884628,8.763620185,7.984709527
MMTA2_HUMAN,4.930612473,4.910557712,5.829844321,4.422014102,5.234969997
RM55_HUMAN,5.05981086,4.442690561,4.869952552,4.111166332,4.574449995
CXG2_HUMAN,0.130533758,-0.340850857,1.223943305,0.873443363,0.222507141
CAF17_HUMAN,2.20332022,2.081068809,2.760426427,2.451965343,2.839294421
TRI11_HUMAN,6.249000606,5.804643993,6.029751599,6.239084701,6.780897728
PPIH_HUMAN,4.585009123,4.901432716,5.423938121,5.241885623,4.659477193
YBOX1_HUMAN,8.633861358,9.317343682,9.276346918,9.435332157,9.410639097
P3H1_HUMAN,2.814976397,2.3798368,2.474253293,3.029310908,2.118810106
STPG1_HUMAN,1.811665354,2.640212515,2.903877121,2.175666058,1.735674854
NPAL3_HUMAN,4.905422703,5.219080801,5.030847195,3.738972444,5.711642332
RCAN3_HUMAN,5.585981828,5.767730503,4.933672174,5.061783292,5.161256338
NCMAP_HUMAN,0.809994434,0.17321979,-0.340850857,-0.340850857,6.533210543
JUN_HUMAN,3.768539699,6.92065748,7.69519753,5.919937991,6.031080404
ASH1L_HUMAN,6.993620934,7.161487838,7.572010484,8.18150626,7.601730968
TXLNA_HUMAN,4.915513042,5.031187464,5.730576038,5.468536238,5.161584395
IQCC_HUMAN,1.408835902,1.331020897,2.857178691,2.023860955,1.314086091
HDAC1_HUMAN,6.653008562,6.8372563,6.356618948,7.014930269,7.64393533
MRP_HUMAN,4.9356091,2.914664475,1.732978865,3.373932384,5.752554818
MOT5_HUMAN,5.505824861,0.226562885,0.467046934,0.137934832,-0.340850857
LTOR5_HUMAN,7.469517075,6.793580965,7.330236051,7.26236932,6.353538118
YTHD2_HUMAN,5.997403674,6.301884556,6.597353716,6.55472647,6.631681437
T200B_HUMAN,-0.002622141,0.794629719,1.887299989,5.355478392,0.680502
MECR_HUMAN,3.097257007,3.483127561,2.792263698,3.938072054,3.414909221
HLX_HUMAN,0.671653343,1.739432506,0.182183917,1.286826063,-0.137246653
MARK1_HUMAN,2.839611632,2.186160071,0.099292014,3.131464464,0.464060204
RDD1_HUMAN,4.29824946,2.557249719,2.581221266,1.795890211,1.950583106
SYDM_HUMAN,5.389001037,5.301277559,4.029932935,3.841937962,5.033383588
RC3H1_HUMAN,5.917103976,5.535952955,4.962521107,5.896112715,5.856354325
INKA2_HUMAN,-0.139489332,0.284203273,3.034801059,0.718919694,-0.135742351
RAB7B_HUMAN,-0.340850857,-0.155374411,-0.183183322,-0.124300497,0.552987773
JAM1_HUMAN,5.780719656,4.413742806,4.228014066,4.935211538,7.235473206
TSTD1_HUMAN,-0.142594238,1.569186859,5.366741016,6.503465457,6.779199049
NECT4_HUMAN,0.058767287,-0.340850857,1.033748939,-0.340850857,3.587662009
KLDC9_HUMAN,1.827540598,2.388317966,0.632005434,-0.340850857,2.16517513
PFD2_HUMAN,6.479696299,6.23825482,7.604394642,7.593238891,6.34579187
NIT1_HUMAN,5.161158411,4.916833498,5.297442237,5.47028175,4.716459451
DEDD_HUMAN,4.555999821,4.476693099,4.507796053,5.539239736,4.288651528
CATE_HUMAN,-0.340850857,-0.340850857,-0.340850857,0.037721264,8.221226821
AKIR1_HUMAN,5.539232738,5.75418479,5.733282926,7.65154496,6.341964433
NDUS5_HUMAN,8.418601041,8.293920641,7.594061608,8.321196751,6.96653996
