Genes,ccd,ccd,ccd
CNPD1_HUMAN,5.560477506,5.563877789,5.330697966
RETR2_HUMAN,5.95318872,5.841990093,5.535469214
ZFN2B_HUMAN,3.555506503,3.129519424,3.499619736
ANKZ1_HUMAN,4.682476281,4.200808238,4.688029809
GLB1L_HUMAN,3.836785612,3.493865697,3.442591307
STK16_HUMAN,5.212103,5.009793423,5.015828906
UXS1_HUMAN,7.495810342,7.395813845,7.584390003
CC74B_HUMAN,-0.340850857,0.273361542,0.296259822
MZT2B_HUMAN,6.61195892,6.43785754,6.370981663
DUS28_HUMAN,1.90399146,2.640889929,1.947944625
DPY30_HUMAN,5.695785014,5.57660182,5.46562598
ZNT6_HUMAN,4.705984286,4.851279438,4.638105547
MOT14_HUMAN,3.270269458,2.640889929,2.488455847
S19A3_HUMAN,-0.340850857,-0.340850857,-0.340850857
CCL20_HUMAN,2.058078915,1.724146699,1.576029644
DAW1_HUMAN,1.535449415,0.273361542,1.073627923
GLI2_HUMAN,5.161987989,5.009793423,5.054405362
SP140_HUMAN,0.276696563,1.03330744,-0.340850857
LPIN1_HUMAN,5.648037647,5.471521566,5.128595196
CLHC1_HUMAN,3.138254159,2.540552476,2.880743328
IF2M_HUMAN,5.830219972,6.127881486,5.895609705
MDHC_HUMAN,7.577734464,7.618265638,7.658258582
TPRKB_HUMAN,4.47920045,4.200808238,4.782976469
ABI2_HUMAN,6.648815808,6.783461469,6.529996875
SNX17_HUMAN,5.586041618,5.538088033,5.493970295
ZN513_HUMAN,2.74316339,2.640889929,2.792212717
PPM1G_HUMAN,6.171545716,6.047900929,6.276241751
NRBP_HUMAN,6.481823087,6.512595645,6.570486553
KCP3_HUMAN,0.276696563,0.273361542,-0.340850857
FNDC4_HUMAN,3.448080482,3.546554987,3.117768007
IF172_HUMAN,2.440909998,2.432711588,2.596971191
MK67I_HUMAN,6.535294106,6.716055657,6.583734467
TSN_HUMAN,6.953818563,7.066583745,6.901963917
AVR2A_HUMAN,3.555506503,3.32316388,3.043004563
ORC4_HUMAN,4.609562686,4.764973571,4.477046462
MBD5_HUMAN,4.981124996,5.430055693,5.346328429
NPHP1_HUMAN,3.205771307,3.26145925,3.117768007
LCLT1_HUMAN,6.708225724,7.04385538,6.763297055
NOSTN_HUMAN,-0.340850857,0.70280457,1.576029644
WSDU1_HUMAN,2.440909998,2.050305593,2.103204187
EHBP1_HUMAN,7.044203289,6.949182543,6.848085773
VRK2_HUMAN,5.056212193,5.297988572,5.249899865
STON1_HUMAN,4.209995522,4.098650102,4.050615098
CERS6_HUMAN,3.332007084,3.869680593,3.442591307
UBE2F_HUMAN,6.154559821,6.252054319,6.251551716
DC1I2_HUMAN,8.363717562,8.179564544,8.265176613
MTA3_HUMAN,5.17888716,4.673174283,4.612480248
IDHC_HUMAN,5.00026634,4.932712398,5.015828906
EIPR1_HUMAN,4.107807238,4.233314293,4.477046462
UNC50_HUMAN,5.074388867,4.912781011,5.535469214
MYO3B_HUMAN,0.276696563,0.273361542,0.736681169
TIGD1_HUMAN,1.039210356,1.03330744,0.296259822
CFA36_HUMAN,5.648037647,5.297988572,5.392228736
CC150_HUMAN,1.731456765,1.724146699,1.073627923
TF3C3_HUMAN,5.127583944,5.444010494,5.346328429
PGAP1_HUMAN,3.836785612,3.546554987,2.792212717
IL1R1_HUMAN,7.728822431,7.584016758,7.658258582
LIPT_HUMAN,1.535449415,1.896423676,2.371109553
MITD1_HUMAN,5.425385745,5.297988572,5.640629075
RM30_HUMAN,5.50794882,5.37284619,5.808014804
TXND9_HUMAN,4.79636335,5.16949897,4.759819163
CB069_HUMAN,5.144888518,5.37284619,5.330697966
TYW5_HUMAN,4.035425247,3.869680593,4.011935787
TF2L1_HUMAN,-0.340850857,-0.340850857,-0.340850857
SF3B1_HUMAN,7.745934025,7.722126187,7.994640435
CH10_HUMAN,6.353734433,6.267831617,6.370981663
PHOCN_HUMAN,6.803925855,6.939364387,6.751605836
CF210_HUMAN,0.276696563,-0.340850857,1.073627923
PHOP2_HUMAN,2.058078915,2.050305593,1.576029644
KLH23_HUMAN,2.914383283,3.129519424,3.043004563
LA_HUMAN,9.387654447,9.057929344,9.204507689
METL5_HUMAN,5.872384931,5.788305909,5.678168428
CH60_HUMAN,8.030601688,7.966485021,7.939028734
UBR3_HUMAN,5.808666177,5.755109592,6.056296767
TT30B_HUMAN,2.831311907,1.896423676,1.773938675
TT30A_HUMAN,2.831311907,3.058730152,2.697892218
DPP4_HUMAN,5.291943411,5.297988572,5.436713612
DDX1_HUMAN,8.396595855,8.32427529,8.180512096
NUCL_HUMAN,9.635791624,9.72951372,9.671190816
CSN9_HUMAN,6.292939348,6.36638142,6.308517953
NDUAA_HUMAN,6.468139832,6.512595645,6.452679012
PRKRA_HUMAN,5.830219972,5.538088033,6.037162741
PJVK_HUMAN,0.707754626,0.70280457,1.346588607
PKHA3_HUMAN,6.154559821,6.451737441,6.430852772
RUXG_HUMAN,6.580508833,6.627112837,6.416116313
F136A_HUMAN,5.260535447,5.551040538,5.589007087
PSMD1_HUMAN,8.937010877,8.850934638,8.886808079
BBS5_HUMAN,2.831311907,2.640889929,2.488455847
FAKD1_HUMAN,4.506232312,4.673174283,4.559822371
PPIG_HUMAN,8.291745104,7.856011305,8.014342923
TAF1B_HUMAN,5.78678548,5.732546614,5.773745205
GRHL1_HUMAN,1.039210356,1.302030179,1.576029644
KLF11_HUMAN,4.072070133,3.19699711,3.84593117
RIR2_HUMAN,4.072070133,3.950109733,4.586391545
HPCL1_HUMAN,6.261553295,6.110487276,5.808014804
SPEG_HUMAN,2.992930665,2.984287397,3.442591307
OBSL1_HUMAN,4.922128321,4.296208393,4.19572773
S11IP_HUMAN,2.440909998,2.189344518,2.596971191
B3A3_HUMAN,0.707754626,1.03330744,-0.340850857
SDC1_HUMAN,4.27430924,3.646489942,3.607329065
RHOB_HUMAN,5.79776731,5.873267174,5.88494681
OLA1_HUMAN,5.775719415,5.686333623,5.521768449
SP9_HUMAN,-0.340850857,-0.340850857,-0.340850857
CIR1_HUMAN,7.048807075,7.01610009,6.96406917
SCRN3_HUMAN,4.751881438,5.046842629,4.736284077
GGYF2_HUMAN,7.039584766,7.124054401,6.958994633
NGEF_HUMAN,0.707754626,0.70280457,-0.340850857
ACHA_HUMAN,3.702990274,3.19699711,3.755168893
ARL5A_HUMAN,4.584415605,4.414324272,4.229834685
DHX57_HUMAN,4.107807238,4.719803957,4.295720941
BOLA3_HUMAN,5.494512272,5.444010494,5.436713612
MOB1A_HUMAN,6.759680106,6.863517834,6.886010686
MTDC_HUMAN,7.606124225,8.238801475,7.818129552
UBP37_HUMAN,3.606361504,4.062924054,3.607329065
CNOT9_HUMAN,5.707478964,5.58921461,5.927133537
BCS1_HUMAN,2.74316339,3.493865697,2.596971191
RNF25_HUMAN,1.731456765,2.905793422,1.947944625
STK36_HUMAN,5.291943411,4.830182164,4.782976469
TTLL4_HUMAN,3.067421454,3.784501481,2.792212717
CP27A_HUMAN,3.332007084,3.058730152,3.256588254
NFU1_HUMAN,6.285156615,6.228060066,6.174840382
ZN142_HUMAN,3.606361504,3.32316388,3.383215487
TM198_HUMAN,1.90399146,1.03330744,1.073627923
IPIL1_HUMAN,0.707754626,1.03330744,1.773938675
CC74A_HUMAN,0.276696563,0.273361542,1.073627923
TBCD8_HUMAN,3.959219041,4.233314293,4.050615098
FBX41_HUMAN,0.707754626,0.273361542,-0.340850857
AT5G3_HUMAN,8.899270546,8.841740315,8.822604931
PTMA_HUMAN,9.162969352,9.025814203,8.981186103
NRP2_HUMAN,7.331720102,7.462457334,7.264767708
DNPEP_HUMAN,6.495377781,6.244100493,6.209438812
SP14L_HUMAN,4.705984286,5.028436953,4.893495293
CB015_HUMAN,-0.340850857,-0.340850857,-0.340850857
GP155_HUMAN,5.623557992,5.732546614,5.665763526
C1D_HUMAN,4.79636335,4.952372173,5.233182686
FINC_HUMAN,12.80274077,13.26148619,12.78859336
BUB1_HUMAN,2.914383283,3.32316388,3.707552626
B2L11_HUMAN,2.324234228,1.528472007,1.346588607
WDR35_HUMAN,2.324234228,2.189344518,2.488455847
ANTR1_HUMAN,8.748947787,8.619981164,8.753946768
GRAN_HUMAN,0.276696563,0.273361542,0.296259822
E2AK2_HUMAN,7.163622347,7.268285711,7.313293264
DJC10_HUMAN,8.270222798,8.224724018,8.184865426
RSAD2_HUMAN,-0.340850857,-0.340850857,-0.340850857
R144A_HUMAN,-0.340850857,-0.340850857,-0.340850857
SANBR_HUMAN,3.702990274,3.597387599,3.707552626
NMI_HUMAN,5.127583944,5.082964163,4.612480248
TSG6_HUMAN,4.609562686,4.385689469,4.229834685
RIF1_HUMAN,6.888543406,7.45558545,6.757463289
CYRIA_HUMAN,4.774293823,4.167552857,4.505169451
ARI5A_HUMAN,3.332007084,3.382337271,3.256588254
KANL3_HUMAN,6.702393622,6.472310079,6.685553636
LMA2L_HUMAN,3.502793157,3.646489942,3.889257149
CNNM4_HUMAN,3.270269458,3.950109733,3.321290704
CNNM3_HUMAN,3.606361504,3.69397594,4.011935787
ANR39_HUMAN,4.142680453,4.026290794,3.801263664
SEM4C_HUMAN,4.035425247,3.646489942,3.383215487
RAMP1_HUMAN,4.242510731,4.57513443,4.295720941
MOGT1_HUMAN,-0.340850857,0.273361542,0.736681169
ACSL3_HUMAN,8.596924533,8.555563329,8.64125043
LOXL3_HUMAN,5.17888716,4.990905811,5.146561493
DCTN1_HUMAN,6.987780539,7.232552406,6.979186557
XPO1_HUMAN,6.841558126,6.766902961,6.875276343
GALT3_HUMAN,1.039210356,2.050305593,2.103204187
TT21B_HUMAN,3.919551258,4.356474789,4.66328362
FACC1_HUMAN,1.308561741,1.724146699,0.736681169
TRAK2_HUMAN,7.430280297,7.719260194,7.420548958
STRAB_HUMAN,5.291943411,5.135505332,5.181836486
CTSRT_HUMAN,1.90399146,1.724146699,1.947944625
MPP4_HUMAN,2.324234228,2.050305593,2.488455847
CDK15_HUMAN,4.335877864,4.696677503,3.707552626
ALS2_HUMAN,5.78678548,5.883543978,5.361791361
ADAS_HUMAN,6.048217374,5.86291664,5.957983257
CENPO_HUMAN,3.270269458,3.493865697,3.658310983
DJC27_HUMAN,3.502793157,3.439178937,2.792212717
ADCY3_HUMAN,4.335877864,3.910455573,4.050615098
WDR33_HUMAN,5.291943411,5.118203351,5.377090317
SFT2C_HUMAN,3.391210818,3.546554987,3.499619736
RPB4_HUMAN,4.88141277,5.009793423,4.976192541
SP130_HUMAN,4.176730561,4.167552857,3.97219083
PSD4_HUMAN,-0.340850857,-0.340850857,0.296259822
PAX8_HUMAN,1.535449415,1.03330744,1.073627923
RS27A_HUMAN,11.77746812,11.63598996,11.57819455
ST1C2_HUMAN,-0.340850857,-0.340850857,-0.340850857
REV1_HUMAN,4.394926169,4.469943248,4.71235868
POTEF_HUMAN,-0.340850857,-0.340850857,-0.340850857
SOSB2_HUMAN,7.584091755,7.318386434,7.667620662
CAVN2_HUMAN,7.916844125,7.684416701,7.913024206
ACTH_HUMAN,6.857390519,6.958934334,7.061982556
DGUOK_HUMAN,5.923415127,6.083996305,6.056296767
TET3_HUMAN,3.067421454,2.822781781,3.383215487
GFPT1_HUMAN,7.909269205,8.098069115,7.94673956
AAK1_HUMAN,6.770869408,7.417193608,6.864461532
EPC2_HUMAN,4.901914174,4.912781011,4.612480248
KIF5C_HUMAN,-0.340850857,-0.340850857,-0.340850857
LPD6B_HUMAN,-0.340850857,-0.340850857,-0.340850857
LYPD6_HUMAN,2.058078915,1.528472007,1.346588607
MMAD_HUMAN,7.221858494,7.10222039,7.348645471
MTLN_HUMAN,4.634278936,4.296208393,4.66328362
THNS2_HUMAN,0.276696563,0.70280457,-0.340850857
LRRT4_HUMAN,-0.340850857,-0.340850857,-0.340850857
RND3_HUMAN,11.9495129,11.67163757,11.93822045
FZD7_HUMAN,7.806995296,8.091434845,8.097511401
THADA_HUMAN,4.558822407,4.624986996,4.088284418
IL18R_HUMAN,0.276696563,1.03330744,0.296259822
PTRD1_HUMAN,4.532766978,4.764973571,4.71235868
MEMO1_HUMAN,2.914383283,3.19699711,2.243366637
STAR7_HUMAN,7.38730478,7.402975694,7.321224514
CP26B_HUMAN,3.067421454,2.540552476,2.488455847
CMPK2_HUMAN,-0.340850857,-0.340850857,-0.340850857
PPIL3_HUMAN,3.270269458,3.493865697,4.358729203
ORC2_HUMAN,4.751881438,4.952372173,4.389230572
NDUB3_HUMAN,6.05738484,6.029508837,6.157224959
PKHH2_HUMAN,5.244571276,4.892570403,5.128595196
DC2L1_HUMAN,4.942063148,5.028436953,4.559822371
CARTF_HUMAN,3.502793157,2.734700525,3.256588254
LPPRC_HUMAN,5.872384931,6.351651213,6.243226905
RPA1_HUMAN,3.606361504,4.133512788,4.229834685
ITA4_HUMAN,4.860615825,5.788305909,5.073313548
RPIA_HUMAN,4.65857887,4.523497352,4.638105547
GMCL1_HUMAN,5.830219972,5.674545314,5.86338164
SNR27_HUMAN,6.599461036,6.283438239,6.570486553
MAD1_HUMAN,3.702990274,4.233314293,3.607329065
PCBP1_HUMAN,8.688277213,8.684586821,8.791541628
CB042_HUMAN,2.649276492,1.724146699,1.576029644
DCA17_HUMAN,4.705984286,4.098650102,4.805767932
CYBR1_HUMAN,6.908944442,6.863517834,6.989177521
STABP_HUMAN,5.439478567,5.16949897,5.549041091
ACV1C_HUMAN,1.039210356,0.273361542,0.296259822
ACVR1_HUMAN,5.367596102,5.538088033,5.62789571
HXD11_HUMAN,-0.340850857,-0.340850857,-0.340850857
HXD10_HUMAN,-0.340850857,-0.340850857,-0.340850857
HXD9_HUMAN,-0.340850857,-0.340850857,-0.340850857
HXD8_HUMAN,-0.340850857,-0.340850857,-0.340850857
IF2P_HUMAN,9.292840266,9.290995746,9.18942112
AFF3_HUMAN,5.056212193,5.313274056,4.638105547
LONF2_HUMAN,-0.340850857,-0.340850857,0.296259822
CHSTA_HUMAN,1.731456765,1.03330744,1.073627923
TBA4A_HUMAN,3.793551325,3.493865697,4.050615098
DNJB2_HUMAN,4.47920045,4.133512788,4.124995154
ASND1_HUMAN,4.451652404,4.851279438,4.505169451
OSGL1_HUMAN,2.440909998,2.316153655,3.256588254
ORML1_HUMAN,7.067076698,6.914522633,6.886010686
ANKAR_HUMAN,1.90399146,2.316153655,1.947944625
UBXN4_HUMAN,8.039881416,7.813644912,7.804048902
R3HD1_HUMAN,5.923415127,5.810019882,5.714755717
IRS1_HUMAN,7.762845038,7.66964649,7.701437697
RHBL4_HUMAN,5.244571276,5.358182178,5.216269525
CO4A3_HUMAN,-0.340850857,0.273361542,-0.340850857
T4S20_HUMAN,4.47920045,4.098650102,4.229834685
AGFG1_HUMAN,7.440827086,7.252513406,7.503051907
ASXL2_HUMAN,5.982360265,6.314153953,6.139391789
KIF3C_HUMAN,3.606361504,3.69397594,4.124995154
RAB10_HUMAN,7.804275137,7.856011305,7.88386721
GARE2_HUMAN,2.058078915,2.050305593,2.697892218
ARMC9_HUMAN,5.923415127,5.883543978,5.726748152
CO4A4_HUMAN,2.058078915,1.724146699,2.964153953
CO6A3_HUMAN,10.78505383,11.06876288,10.7810116
FBX11_HUMAN,7.602997255,7.5745333,7.457000896
E2AK3_HUMAN,5.056212193,4.167552857,4.850298325
GMPPA_HUMAN,3.919551258,4.133512788,3.889257149
SP3_HUMAN,4.922128321,4.57513443,4.955958374
VIGLN_HUMAN,9.315941256,9.372606006,9.2226175
IKZF2_HUMAN,3.448080482,4.32665626,4.124995154
TRIB2_HUMAN,5.933408086,5.923934421,5.84148922
NBEL1_HUMAN,6.522110996,7.392219544,6.769107327
METL8_HUMAN,5.212103,5.387362651,5.266425551
PPR1C_HUMAN,0.707754626,-0.340850857,-0.340850857
M3K2_HUMAN,6.397706416,6.570990201,6.084530242
RBL2A_HUMAN,3.748981272,3.646489942,4.160794884
NCOA1_HUMAN,4.176730561,4.356474789,4.559822371
CB081_HUMAN,1.535449415,0.273361542,0.736681169
HYCC2_HUMAN,4.365704095,4.624986996,4.419100412
LIMS2_HUMAN,5.037803583,4.952372173,5.110402335
ALMS1_HUMAN,3.606361504,4.57513443,3.321290704
HDAC4_HUMAN,4.584415605,4.442401772,4.327569023
ID2_HUMAN,5.991954491,5.70962515,5.978189242
MBOA2_HUMAN,5.923415127,5.777325123,5.690467576
KCNE4_HUMAN,6.3611568,6.458627634,6.509317772
KDIS_HUMAN,7.357926339,7.392219544,7.223044431
YIPF4_HUMAN,7.320341476,7.220441881,7.260649263
TTC27_HUMAN,3.606361504,3.546554987,3.607329065
A16L1_HUMAN,3.138254159,3.129519424,3.321290704
DGKD_HUMAN,4.682476281,4.414324272,4.263153899
NEBU_HUMAN,0.276696563,-0.340850857,-0.340850857
MOGS_HUMAN,4.142680453,4.57513443,4.088284418
IL1R2_HUMAN,-0.340850857,-0.340850857,-0.340850857
WDR12_HUMAN,5.79776731,5.686333623,5.726748152
SUMO1_HUMAN,6.30068032,6.329270008,6.292470111
NOP58_HUMAN,6.316038764,6.195434058,6.316475426
BMPR2_HUMAN,7.992874114,8.623051107,8.165171152
F117B_HUMAN,1.90399146,1.724146699,1.576029644
ZN512_HUMAN,4.035425247,4.062924054,3.889257149
CC121_HUMAN,0.276696563,0.273361542,0.736681169
GPN1_HUMAN,5.707478964,6.001473451,5.690467576
ST65G_HUMAN,4.751881438,4.673174283,5.164306799
M4K3_HUMAN,6.338774149,6.145068474,6.192243311
PKP4_HUMAN,6.618167495,6.409690592,6.516243793
MIC60_HUMAN,6.731321187,6.538840999,6.38618398
CLK1_HUMAN,6.213155586,6.001473451,6.027499716
CAB39_HUMAN,6.128700012,6.211839288,6.423503358
ATF2_HUMAN,5.037803583,5.100691348,5.181836486
NIF3L_HUMAN,3.997825257,4.133512788,3.889257149
CP20A_HUMAN,6.323657104,6.633216024,6.408691249
NCKP5_HUMAN,7.36901348,7.385003965,7.180078472
THAP4_HUMAN,4.394926169,4.469943248,4.327569023
POTEE_HUMAN,-0.340850857,-0.340850857,-0.340850857
PMS1_HUMAN,5.367596102,5.186200065,5.575807724
AN36A_HUMAN,3.448080482,3.910455573,2.371109553
CFLAR_HUMAN,7.062530936,7.256472677,7.197418708
RBMS1_HUMAN,8.877437805,8.745014583,8.890810746
BAZ2B_HUMAN,6.508806309,6.499291724,6.243226905
INSI2_HUMAN,4.729115373,4.990905811,4.736284077
EPT1_HUMAN,3.138254159,3.910455573,3.755168893
ZNG1B_HUMAN,3.836785612,3.546554987,3.801263664
ACBP_HUMAN,7.74309615,7.794711074,7.834846911
SPG16_HUMAN,6.137371553,5.873267174,6.075180341
TCPH_HUMAN,6.636634501,6.934430139,6.751605836
EFHD1_HUMAN,-0.340850857,-0.340850857,-0.340850857
FOXN2_HUMAN,3.655484737,4.026290794,3.707552626
KCNK3_HUMAN,-0.340850857,-0.340850857,-0.340850857
NRX1B_HUMAN,0.276696563,0.70280457,0.296259822
GRDN_HUMAN,7.878565424,8.071347002,7.786968689
SEPR_HUMAN,7.31652857,7.252513406,7.281124918
CUL3_HUMAN,6.535294106,6.525778003,6.557115859
NT5D4_HUMAN,-0.340850857,-0.340850857,-0.340850857
SOS1_HUMAN,7.039584766,7.034662819,6.809136929
MORN2_HUMAN,4.506232312,4.673174283,4.782976469
CQ10B_HUMAN,6.204929067,6.029508837,6.130391853
VITRN_HUMAN,1.039210356,-0.340850857,-0.340850857
DNM3A_HUMAN,4.242510731,4.523497352,4.124995154
MELPH_HUMAN,1.308561741,1.896423676,1.346588607
RAB17_HUMAN,1.90399146,0.273361542,0.296259822
MARE3_HUMAN,2.197285588,1.896423676,2.371109553
TM214_HUMAN,5.830219972,5.538088033,5.968121624
CBPC5_HUMAN,4.305421966,4.098650102,4.050615098
OST4_HUMAN,8.376592748,8.320498027,8.364465428
EMIL1_HUMAN,5.933408086,5.841990093,5.968121624
KHK_HUMAN,-0.340850857,0.273361542,-0.340850857
CGRE1_HUMAN,1.039210356,0.70280457,0.296259822
PREB_HUMAN,4.922128321,4.952372173,5.073313548
SC5A6_HUMAN,2.992930665,3.129519424,3.188847197
PYR1_HUMAN,2.914383283,3.546554987,3.93131984
ZNT3_HUMAN,-0.340850857,-0.340850857,0.296259822
UCN1_HUMAN,0.276696563,0.273361542,-0.340850857
MPV17_HUMAN,5.396780262,5.343367585,5.549041091
SCN9A_HUMAN,8.333849805,8.641334834,8.321617728
ARAID_HUMAN,5.913352468,5.799203747,5.895609705
TM237_HUMAN,6.528717609,6.329270008,6.430852772
AR6P6_HUMAN,5.467257821,5.313274056,5.653251036
COX5B_HUMAN,6.825550057,6.868700228,6.938516087
ACTY_HUMAN,5.707478964,5.831411879,5.678168428
CB092_HUMAN,1.731456765,1.03330744,1.346588607
AN36B_HUMAN,1.535449415,2.432711588,2.488455847
ZEB2_HUMAN,6.229469221,5.94371336,6.084530242
AN36C_HUMAN,4.305421966,4.97176764,4.327569023
RB3GP_HUMAN,7.80154984,7.78925545,7.66138603
ZC3H8_HUMAN,3.067421454,2.984287397,3.043004563
ZC3H6_HUMAN,5.480949404,5.457831606,4.976192541
SCN7A_HUMAN,1.039210356,2.189344518,1.773938675
PAR3L_HUMAN,5.840877304,6.001473451,5.968121624
NDUS1_HUMAN,7.111763496,7.191782263,7.131289344
EF1B_HUMAN,8.527703489,8.392427853,8.339300417
CML2_HUMAN,1.039210356,2.050305593,1.947944625
ZDBF2_HUMAN,5.228428475,5.046842629,5.266425551
AOXA_HUMAN,5.276324897,5.251135708,5.181836486
5MP2_HUMAN,7.475436395,7.609005377,7.516930717
CLIP4_HUMAN,7.48225973,7.402975694,7.551054617
ARPC2_HUMAN,10.39224825,10.45894406,10.42763432
AAMP_HUMAN,7.08062867,7.01610009,7.061982556
LFG3_HUMAN,6.488616353,6.663350581,6.596861834
CTDS1_HUMAN,5.972701808,6.203659991,5.84148922
VILI_HUMAN,-0.340850857,-0.340850857,-0.340850857
PNKD_HUMAN,4.860615825,4.673174283,4.229834685
TGON2_HUMAN,9.344306841,9.271563701,9.296893239
RETST_HUMAN,7.39816927,6.968620651,7.175710651
ELMD3_HUMAN,1.90399146,2.640889929,2.880743328
CAPG_HUMAN,4.558822407,4.696677503,4.327569023
METK2_HUMAN,3.997825257,4.600276035,4.358729203
VAMP8_HUMAN,3.878761874,3.493865697,4.011935787
VAMP5_HUMAN,5.212103,5.028436953,5.164306799
RN181_HUMAN,6.447368493,6.458627634,6.452679012
T150A_HUMAN,3.391210818,4.026290794,3.499619736
SNUT2_HUMAN,4.394926169,3.869680593,4.559822371
CB068_HUMAN,4.242510731,3.493865697,3.889257149
S38AB_HUMAN,1.039210356,-0.340850857,0.736681169
IF4E2_HUMAN,6.948900923,6.766902961,6.948791696
CHAC2_HUMAN,1.535449415,1.724146699,0.736681169
PSME4_HUMAN,7.002094445,7.124054401,7.013856356
ERLEC_HUMAN,8.129536497,7.951909379,8.214976383
GRP3_HUMAN,0.707754626,1.03330744,0.736681169
FA98A_HUMAN,6.9684717,6.847858013,7.047712511
VKGC_HUMAN,6.010953627,5.614114132,5.819259463
KLH29_HUMAN,3.606361504,3.646489942,3.889257149
DHRS9_HUMAN,-0.340850857,-0.340850857,-0.340850857
COBL1_HUMAN,4.860615825,4.764973571,4.586391545
FKBP7_HUMAN,5.933408086,5.2190332,5.874204519
ITA6_HUMAN,5.73058629,6.136500573,5.998116132
PKHB2_HUMAN,6.754052743,6.816019014,6.89666575
CHSS2_HUMAN,6.624349466,6.451737441,6.529996875
CYS1_HUMAN,2.440909998,2.189344518,3.043004563
SIAT2_HUMAN,-0.340850857,-0.340850857,-0.340850857
ANO7_HUMAN,1.039210356,1.03330744,0.736681169
MAIP1_HUMAN,3.332007084,3.739948626,3.93131984
DTNB_HUMAN,1.039210356,1.03330744,0.296259822
RBM45_HUMAN,3.702990274,3.19699711,4.263153899
PDE11_HUMAN,-0.340850857,0.273361542,0.736681169
NAGK_HUMAN,5.037803583,5.009793423,4.828204932
MCEE_HUMAN,2.440909998,1.896423676,2.880743328
NSMA3_HUMAN,5.244571276,5.471521566,4.935436376
ZNF2_HUMAN,2.914383283,2.316153655,2.880743328
PROM2_HUMAN,-0.340850857,0.273361542,-0.340850857
FAH2A_HUMAN,1.731456765,1.528472007,0.736681169
TF3C2_HUMAN,3.919551258,4.32665626,4.419100412
PDIA6_HUMAN,9.791548152,9.680257447,9.778781789
NOL10_HUMAN,5.775719415,5.766260118,5.521768449
GCC2_HUMAN,7.717300897,7.756081228,7.673828467
CC138_HUMAN,1.535449415,2.189344518,1.346588607
LIMS1_HUMAN,7.708598958,7.716388497,7.620190634
CREB1_HUMAN,7.011558755,7.080050854,7.117691788
MT21A_HUMAN,4.27430924,4.265104048,4.088284418
CCYL1_HUMAN,6.567734287,6.499291724,6.509317772
FZD5_HUMAN,1.039210356,1.03330744,0.296259822
SNORC_HUMAN,-0.340850857,-0.340850857,-0.340850857
LEGL_HUMAN,-0.340850857,1.302030179,1.346588607
SRTD2_HUMAN,5.764567812,5.852491309,5.602086782
PDE1A_HUMAN,1.039210356,1.03330744,1.346588607
RL37A_HUMAN,11.53159365,11.45810965,11.44864909
IBP2_HUMAN,2.197285588,0.273361542,0.296259822
IBP5_HUMAN,15.40899044,15.08175198,15.39149998
AFTIN_HUMAN,5.943332304,5.913942326,5.750438041
DUS11_HUMAN,4.942063148,4.719803957,5.233182686
CASP8_HUMAN,4.142680453,4.442401772,4.638105547
SYMM_HUMAN,2.440909998,2.822781781,3.499619736
CASPA_HUMAN,2.914383283,2.640889929,2.596971191
CXCR4_HUMAN,0.276696563,0.70280457,-0.340850857
GRB14_HUMAN,0.276696563,-0.340850857,-0.340850857
FANCL_HUMAN,4.705984286,4.673174283,4.759819163
HTRA2_HUMAN,3.555506503,3.058730152,2.964153953
DOK1_HUMAN,5.425385745,5.415964591,5.493970295
F161A_HUMAN,2.74316339,2.822781781,1.947944625
TCPD_HUMAN,7.266021357,7.179323114,7.344759957
IL1RA_HUMAN,-0.340850857,-0.340850857,-0.340850857
CDCA7_HUMAN,2.831311907,2.822781781,2.697892218
F171B_HUMAN,4.81810035,5.282539401,4.586391545
ITAV_HUMAN,8.170246588,8.091434845,8.149665325
RTKN_HUMAN,1.90399146,2.050305593,2.697892218
STK39_HUMAN,7.129257722,6.97343953,7.184433109
IFIH1_HUMAN,2.649276492,1.03330744,1.773938675
SP5_HUMAN,-0.340850857,-0.340850857,0.296259822
DCE1_HUMAN,-0.340850857,-0.340850857,0.296259822
GORS2_HUMAN,6.792990982,6.69870036,6.917742665
ERIC2_HUMAN,-0.340850857,0.273361542,-0.340850857
RBP2_HUMAN,7.044203289,7.333458438,6.96406917
ROCK2_HUMAN,9.234426456,9.282283701,9.152111778
