Genes,ccd,ccd,ccd
SMOX_HUMAN,2.74316339,2.734700525,2.880743328
FERM1_HUMAN,3.606361504,4.026290794,3.442591307
HNF4A_HUMAN,-0.340850857,-0.340850857,-0.340850857
DZAN1_HUMAN,1.731456765,1.896423676,1.576029644
ADNP_HUMAN,6.433352907,6.551786776,6.622763568
MYT1_HUMAN,-0.340850857,-0.340850857,-0.340850857
PCMD2_HUMAN,5.291943411,5.2190332,5.46562598
TRBM_HUMAN,-0.340850857,-0.340850857,0.296259822
RGS19_HUMAN,4.142680453,3.439178937,3.321290704
OPRX_HUMAN,1.308561741,1.302030179,1.346588607
GPCP1_HUMAN,6.44037772,6.298877839,6.292470111
TPD54_HUMAN,7.760040266,7.821683959,7.658258582
DNJC5_HUMAN,6.474997682,6.570990201,6.609870829
UCKL1_HUMAN,2.548851742,1.896423676,2.964153953
Z512B_HUMAN,3.878761874,3.69397594,3.607329065
SAM10_HUMAN,1.90399146,1.528472007,1.073627923
KI16B_HUMAN,4.532766978,4.442401772,3.755168893
MACD2_HUMAN,-0.340850857,-0.340850857,-0.340850857
FLRT3_HUMAN,5.982360265,5.721131403,5.830417157
LMBL1_HUMAN,0.707754626,0.70280457,1.073627923
RPN2_HUMAN,8.346993098,8.164894027,8.321617728
SNP25_HUMAN,5.439478567,5.444010494,5.314896303
PLPP2_HUMAN,3.836785612,4.265104048,3.801263664
MISP_HUMAN,-0.340850857,-0.340850857,-0.340850857
ABCA7_HUMAN,0.276696563,0.70280457,-0.340850857
ARI3A_HUMAN,6.048217374,6.05700979,6.027499716
SBNO2_HUMAN,5.037803583,5.251135708,5.249899865
C2C4C_HUMAN,-0.340850857,0.273361542,-0.340850857
ONEC3_HUMAN,-0.340850857,-0.340850857,-0.340850857
NMD3B_HUMAN,-0.340850857,0.70280457,1.346588607
CNN2_HUMAN,7.627825276,7.756081228,7.45339687
TLE6_HUMAN,0.276696563,0.273361542,-0.340850857
PALM_HUMAN,3.655484737,4.062924054,3.383215487
RPAB1_HUMAN,8.3186808,8.455784809,8.426441464
NCLN_HUMAN,5.074388867,5.100691348,5.146561493
APBA3_HUMAN,2.914383283,2.316153655,2.488455847
ZO3_HUMAN,-0.340850857,-0.340850857,-0.340850857
SIM24_HUMAN,-0.340850857,-0.340850857,-0.340850857
JSPR1_HUMAN,-0.340850857,-0.340850857,-0.340850857
NFIC_HUMAN,8.731872114,8.672784171,8.633308688
RANB3_HUMAN,4.839514696,5.082964163,4.850298325
TINCR_HUMAN,-0.340850857,-0.340850857,-0.340850857
GBG7_HUMAN,2.197285588,-0.340850857,1.073627923
YJU2_HUMAN,1.308561741,1.724146699,2.103204187
GNA15_HUMAN,-0.340850857,-0.340850857,-0.340850857
SAFB1_HUMAN,4.634278936,4.496968782,4.389230572
SAFB2_HUMAN,5.337809367,5.614114132,5.507936324
CAYP1_HUMAN,1.039210356,1.302030179,0.296259822
INSR_HUMAN,3.793551325,4.233314293,4.19572773
KDM4B_HUMAN,6.093483037,6.119210595,6.027499716
CELF5_HUMAN,-0.340850857,-0.340850857,-0.340850857
VAV_HUMAN,-0.340850857,-0.340850857,0.736681169
ZFR2_HUMAN,-0.340850857,-0.340850857,-0.340850857
AGRE1_HUMAN,-0.340850857,-0.340850857,-0.340850857
ZNF77_HUMAN,1.039210356,1.724146699,1.947944625
GNA11_HUMAN,7.552021403,7.648710808,7.629802205
BTBD2_HUMAN,4.142680453,4.673174283,3.93131984
MATK_HUMAN,-0.340850857,-0.340850857,-0.340850857
MBRL_HUMAN,6.221335462,6.306536115,6.416116313
TLE2_HUMAN,1.308561741,0.273361542,-0.340850857
RM54_HUMAN,4.365704095,4.026290794,4.229834685
DOHH_HUMAN,2.440909998,2.734700525,2.243366637
ZN558_HUMAN,3.270269458,2.432711588,2.596971191
ATS10_HUMAN,1.535449415,-0.340850857,1.576029644
MYDGF_HUMAN,7.637026722,7.374112477,7.364083722
MUC16_HUMAN,-0.340850857,-0.340850857,-0.340850857
PDE4A_HUMAN,4.27430924,4.496968782,4.358729203
CDC37_HUMAN,7.839243337,7.866411322,7.89984403
ZN823_HUMAN,2.440909998,2.189344518,1.576029644
ZN440_HUMAN,2.197285588,2.640889929,2.371109553
ZN441_HUMAN,2.548851742,2.734700525,3.117768007
DX39A_HUMAN,2.831311907,1.896423676,2.243366637
AGRE5_HUMAN,4.922128321,5.235173744,4.71235868
SYDE1_HUMAN,5.17888716,4.808771789,5.479867746
AGRE2_HUMAN,-0.340850857,-0.340850857,0.296259822
GIPC1_HUMAN,5.396780262,5.674545314,5.575807724
CP4FC_HUMAN,-0.340850857,-0.340850857,-0.340850857
PE2R1_HUMAN,1.308561741,1.528472007,1.576029644
HACL2_HUMAN,3.959219041,3.869680593,3.442591307
ZN627_HUMAN,3.270269458,2.316153655,3.383215487
ZN333_HUMAN,3.391210818,3.26145925,3.256588254
OCEL1_HUMAN,2.914383283,2.640889929,2.488455847
ABHD8_HUMAN,2.197285588,1.724146699,1.947944625
EP15R_HUMAN,3.748981272,3.869680593,4.050615098
ANKL1_HUMAN,0.276696563,-0.340850857,-0.340850857
RFXK_HUMAN,2.74316339,2.905793422,3.383215487
GTPB3_HUMAN,2.992930665,3.546554987,3.658310983
ANO8_HUMAN,1.535449415,2.189344518,2.792212717
FA32A_HUMAN,7.63089895,7.476103677,7.281124918
BABA1_HUMAN,5.276324897,5.251135708,5.361791361
TSSK6_HUMAN,1.308561741,1.03330744,0.736681169
NDUAD_HUMAN,3.836785612,3.869680593,4.011935787
SUGP1_HUMAN,2.649276492,2.905793422,3.188847197
ZNF85_HUMAN,3.067421454,3.19699711,2.488455847
ZNF66_HUMAN,0.707754626,-0.340850857,0.736681169
CS044_HUMAN,1.90399146,1.03330744,1.073627923
YJEN3_HUMAN,1.535449415,1.302030179,1.073627923
ZN486_HUMAN,3.138254159,2.316153655,3.043004563
ZN682_HUMAN,2.197285588,3.058730152,2.964153953
CHERP_HUMAN,5.903219129,6.170471042,6.027499716
CILP2_HUMAN,2.197285588,1.302030179,0.736681169
PBX4_HUMAN,0.276696563,0.273361542,-0.340850857
CRTC1_HUMAN,2.058078915,2.316153655,1.346588607
KLH26_HUMAN,3.555506503,2.734700525,3.117768007
S35E1_HUMAN,7.102936183,7.034662819,7.206011289
T161A_HUMAN,4.609562686,4.932712398,4.66328362
ARMC6_HUMAN,2.440909998,3.19699711,3.117768007
ZNF90_HUMAN,2.324234228,1.528472007,1.773938675
ZN430_HUMAN,2.831311907,3.19699711,3.321290704
ZNF91_HUMAN,3.793551325,3.910455573,4.011935787
CP4F3_HUMAN,-0.340850857,-0.340850857,-0.340850857
ZN675_HUMAN,2.74316339,3.546554987,2.243366637
DDA1_HUMAN,5.322682156,5.457831606,5.392228736
SUGP2_HUMAN,5.872384931,5.674545314,6.017771533
ZN431_HUMAN,3.270269458,2.734700525,3.801263664
ZN708_HUMAN,3.205771307,3.646489942,3.707552626
TSH3_HUMAN,6.010953627,6.219972474,5.88494681
S27A1_HUMAN,2.324234228,2.432711588,1.773938675
PDD2L_HUMAN,1.535449415,1.528472007,2.103204187
DMKN_HUMAN,1.535449415,0.70280457,0.296259822
WTIP_HUMAN,4.335877864,3.950109733,4.505169451
RINL_HUMAN,2.197285588,1.03330744,1.073627923
ZN565_HUMAN,1.039210356,1.03330744,1.576029644
TM143_HUMAN,1.90399146,2.050305593,1.947944625
ZN737_HUMAN,2.324234228,3.058730152,2.371109553
ZN850_HUMAN,2.197285588,2.540552476,2.697892218
ZN155_HUMAN,3.067421454,1.896423676,1.947944625
IKBB_HUMAN,3.270269458,3.646489942,3.84593117
ZN283_HUMAN,2.74316339,2.984287397,3.442591307
PVR_HUMAN,7.875977034,7.853399544,7.867711475
ZN404_HUMAN,3.270269458,2.822781781,3.188847197
RMP_HUMAN,7.720189918,7.558587676,7.683090375
ZN230_HUMAN,2.324234228,2.905793422,2.243366637
ZNF45_HUMAN,3.748981272,2.822781781,2.964153953
ZN428_HUMAN,7.74309615,7.808260552,7.728528468
ZN222_HUMAN,2.197285588,2.316153655,2.880743328
RHPN2_HUMAN,2.548851742,2.189344518,1.773938675
CADM4_HUMAN,0.276696563,1.302030179,1.576029644
SI1L3_HUMAN,3.391210818,3.058730152,3.554479343
ZN507_HUMAN,4.176730561,4.414324272,4.327569023
UPAR_HUMAN,7.002094445,7.363138138,7.305318172
D19L3_HUMAN,4.981124996,5.082964163,5.073313548
SMG9_HUMAN,3.270269458,3.597387599,3.117768007
MZF1_HUMAN,2.649276492,2.432711588,1.073627923
ECH1_HUMAN,5.494512272,5.650675732,5.602086782
BCL3_HUMAN,5.161987989,5.313274056,5.216269525
BL1S3_HUMAN,2.440909998,3.129519424,2.243366637
ZN749_HUMAN,0.707754626,0.273361542,1.073627923
CX7A1_HUMAN,5.276324897,5.186200065,5.035246068
CP2B6_HUMAN,-0.340850857,-0.340850857,-0.340850857
G6PI_HUMAN,7.478852096,7.529433754,7.503051907
CBLC_HUMAN,-0.340850857,-0.340850857,-0.340850857
SAE2_HUMAN,6.599461036,6.558216361,6.488337947
ZN420_HUMAN,4.27430924,3.784501481,3.84593117
ZN471_HUMAN,3.067421454,2.640889929,2.596971191
LYPD5_HUMAN,-0.340850857,1.03330744,-0.340850857
ZFP28_HUMAN,3.702990274,3.827719585,3.889257149
ZN470_HUMAN,3.748981272,3.646489942,3.043004563
ZN586_HUMAN,1.308561741,2.640889929,1.576029644
ZN235_HUMAN,0.707754626,0.273361542,1.073627923
BCAM_HUMAN,2.058078915,1.528472007,1.773938675
PSG5_HUMAN,7.590421155,7.59656517,7.667620662
ZN274_HUMAN,3.748981272,3.827719585,3.383215487
CCNE1_HUMAN,2.831311907,3.058730152,2.243366637
PSG4_HUMAN,1.308561741,-0.340850857,1.346588607
FBX17_HUMAN,4.242510731,4.026290794,4.088284418
ZN264_HUMAN,5.195590671,5.674545314,5.181836486
PSG9_HUMAN,2.992930665,2.734700525,3.321290704
FBX27_HUMAN,2.197285588,1.724146699,1.576029644
CEP89_HUMAN,5.244571276,4.742565535,5.233182686
ZN805_HUMAN,2.914383283,3.546554987,3.442591307
PP6R1_HUMAN,1.535449415,2.316153655,1.773938675
STRN4_HUMAN,3.606361504,4.265104048,3.93131984
ZN460_HUMAN,1.308561741,2.640889929,0.736681169
HPBP1_HUMAN,3.502793157,3.784501481,3.84593117
ZN543_HUMAN,1.535449415,1.528472007,0.736681169
ZN229_HUMAN,3.391210818,3.439178937,3.188847197
UCRI_HUMAN,6.375887946,6.465485077,6.438164936
S6A16_HUMAN,1.039210356,0.273361542,0.296259822
FKRP_HUMAN,3.448080482,3.32316388,3.383215487
BRSK1_HUMAN,0.707754626,1.528472007,1.346588607
ES8L1_HUMAN,0.276696563,0.70280457,0.736681169
TPC2B_HUMAN,2.992930665,2.189344518,2.880743328
ZN578_HUMAN,2.831311907,2.905793422,2.792212717
C5AR1_HUMAN,0.276696563,1.724146699,1.576029644
AAAT_HUMAN,7.361631528,7.438261158,7.108555026
PP12C_HUMAN,5.50794882,5.788305909,5.535469214
BORC8_HUMAN,3.836785612,3.950109733,3.755168893
ZN548_HUMAN,2.548851742,2.734700525,2.792212717
CD22_HUMAN,-0.340850857,-0.340850857,-0.340850857
TNNI3_HUMAN,-0.340850857,-0.340850857,-0.340850857
SYT5_HUMAN,-0.340850857,-0.340850857,-0.340850857
PPR37_HUMAN,3.391210818,3.19699711,3.889257149
PTPRH_HUMAN,0.276696563,-0.340850857,-0.340850857
RPP29_HUMAN,4.860615825,5.046842629,5.054405362
S2542_HUMAN,4.729115373,4.696677503,4.759819163
TM86B_HUMAN,1.039210356,1.03330744,1.576029644
GMFG_HUMAN,1.039210356,2.316153655,2.596971191
PAF1_HUMAN,4.558822407,4.442401772,4.736284077
MED29_HUMAN,5.382261976,5.430055693,5.392228736
TTP_HUMAN,2.914383283,3.546554987,3.256588254
PKHG2_HUMAN,4.176730561,4.133512788,4.124995154
RS16_HUMAN,9.548274837,9.566062064,9.620670047
SPT5H_HUMAN,5.439478567,5.387362651,5.054405362
TIM50_HUMAN,4.107807238,4.062924054,4.295720941
DLL3_HUMAN,1.90399146,0.273361542,0.296259822
EID2B_HUMAN,1.535449415,1.896423676,1.346588607
EID2_HUMAN,5.534452222,5.471521566,5.535469214
PNM8A_HUMAN,3.391210818,3.646489942,3.707552626
PNM8B_HUMAN,1.535449415,0.70280457,0.736681169
CALM3_HUMAN,8.094340186,8.027997932,7.923482332
PI2R_HUMAN,3.205771307,2.734700525,3.499619736
DACT3_HUMAN,3.448080482,2.734700525,3.188847197
LRFN1_HUMAN,-0.340850857,0.273361542,-0.340850857
CRUM3_HUMAN,-0.340850857,-0.340850857,-0.340850857
DEN1C_HUMAN,-0.340850857,-0.340850857,-0.340850857
TBB4A_HUMAN,-0.340850857,-0.340850857,-0.340850857
TNFL9_HUMAN,-0.340850857,0.273361542,-0.340850857
CD70_HUMAN,-0.340850857,-0.340850857,-0.340850857
CIP4_HUMAN,4.335877864,4.062924054,3.707552626
SH23A_HUMAN,-0.340850857,-0.340850857,-0.340850857
SYMPK_HUMAN,5.467257821,5.614114132,5.377090317
FOXA3_HUMAN,-0.340850857,-0.340850857,-0.340850857
MYPOP_HUMAN,4.072070133,4.062924054,4.19572773
CCD61_HUMAN,0.276696563,1.724146699,1.346588607
DMWD_HUMAN,4.532766978,4.696677503,4.612480248
ZN426_HUMAN,4.860615825,4.673174283,4.782976469
ZN561_HUMAN,3.919551258,3.910455573,3.97219083
ZN562_HUMAN,4.558822407,4.624986996,4.448364344
FXL12_HUMAN,3.919551258,3.439178937,3.97219083
EHD2_HUMAN,7.076125476,7.22852685,6.938516087
NOP53_HUMAN,6.508806309,6.388198515,6.276241751
ZN552_HUMAN,1.039210356,1.302030179,1.073627923
Z587B_HUMAN,3.448080482,3.597387599,2.488455847
ZN587_HUMAN,4.774293823,4.624986996,4.828204932
ZN417_HUMAN,2.914383283,3.382337271,2.697892218
ZN256_HUMAN,2.324234228,0.70280457,-0.340850857
CS018_HUMAN,1.039210356,1.302030179,1.576029644
VRK3_HUMAN,4.47920045,4.062924054,4.295720941
ZN473_HUMAN,2.74316339,1.724146699,1.346588607
LRC4B_HUMAN,-0.340850857,-0.340850857,-0.340850857
CS081_HUMAN,0.707754626,-0.340850857,0.296259822
ZFP14_HUMAN,3.959219041,3.69397594,3.658310983
ZFP82_HUMAN,4.451652404,4.167552857,4.389230572
ZN260_HUMAN,5.244571276,5.16949897,5.282764081
ZN529_HUMAN,3.702990274,3.646489942,3.499619736
LDLR_HUMAN,6.593171258,6.43785754,6.780658138
SRTD1_HUMAN,3.606361504,4.233314293,4.011935787
SRTD3_HUMAN,2.058078915,1.528472007,1.773938675
TEAD2_HUMAN,5.872384931,6.170471042,5.702662758
DAAF3_HUMAN,-0.340850857,-0.340850857,-0.340850857
JOS2_HUMAN,2.324234228,2.432711588,2.697892218
ZN724_HUMAN,-0.340850857,0.70280457,1.346588607
ERCC1_HUMAN,4.558822407,4.57513443,4.358729203
PKN1_HUMAN,2.197285588,2.822781781,2.103204187
ZNF43_HUMAN,3.332007084,2.984287397,3.554479343
AP2S1_HUMAN,6.522110996,6.772443607,6.523136722
MED26_HUMAN,3.067421454,3.646489942,3.188847197
PIN1_HUMAN,5.144888518,4.990905811,5.164306799
XRCC1_HUMAN,2.831311907,2.734700525,2.697892218
KLF2_HUMAN,3.138254159,4.385689469,4.358729203
SYSM_HUMAN,2.058078915,2.734700525,3.043004563
WDR18_HUMAN,4.365704095,4.696677503,4.71235868
ZN547_HUMAN,1.731456765,1.724146699,2.243366637
NR2CA_HUMAN,1.90399146,1.528472007,-0.340850857
CARM1_HUMAN,6.179964252,6.409690592,6.300516346
PRAX_HUMAN,-0.340850857,0.273361542,1.576029644
BCAT2_HUMAN,2.197285588,2.540552476,1.773938675
DHB14_HUMAN,0.276696563,-0.340850857,0.296259822
PKHA4_HUMAN,5.453435054,5.135505332,5.181836486
NUCB1_HUMAN,6.636634501,6.704508688,6.452679012
DHDH_HUMAN,-0.340850857,-0.340850857,-0.340850857
FRIL_HUMAN,11.61990428,11.48113226,11.48793403
Z585A_HUMAN,2.831311907,4.265104048,3.499619736
Z585B_HUMAN,2.548851742,2.734700525,2.596971191
ZN792_HUMAN,1.731456765,0.70280457,0.296259822
LGI4_HUMAN,-0.340850857,0.70280457,1.073627923
FXYD5_HUMAN,5.534452222,5.282539401,5.233182686
SYFA_HUMAN,5.367596102,5.841990093,5.422037202
RD23A_HUMAN,6.11119898,6.047900929,5.968121624
G45IP_HUMAN,5.195590671,4.97176764,5.146561493
KMT5C_HUMAN,2.440909998,1.896423676,2.103204187
IL11_HUMAN,6.508806309,5.963224799,6.474179962
TM238_HUMAN,-0.340850857,0.273361542,0.296259822
RL28_HUMAN,7.331720102,7.212311349,7.12677105
UBE2S_HUMAN,0.707754626,0.70280457,-0.340850857
ISOC2_HUMAN,2.74316339,3.493865697,3.554479343
ZN628_HUMAN,1.039210356,1.528472007,-0.340850857
NAT14_HUMAN,4.176730561,4.233314293,4.586391545
SRCRL_HUMAN,2.197285588,3.129519424,3.043004563
SBK2_HUMAN,-0.340850857,-0.340850857,-0.340850857
ZN579_HUMAN,3.502793157,3.058730152,3.321290704
FIZ1_HUMAN,2.058078915,2.984287397,2.488455847
ZN524_HUMAN,2.548851742,2.540552476,2.488455847
ZN784_HUMAN,1.731456765,2.822781781,2.596971191
ZN580_HUMAN,3.502793157,3.129519424,3.442591307
ZN581_HUMAN,3.555506503,3.597387599,3.707552626
CC106_HUMAN,2.914383283,2.050305593,2.371109553
EPN1_HUMAN,4.79636335,4.673174283,5.128595196
GAMT_HUMAN,3.836785612,3.129519424,3.607329065
DAZP1_HUMAN,6.154559821,6.178840132,6.166059556
CS025_HUMAN,3.878761874,3.739948626,3.383215487
MBD3_HUMAN,4.365704095,4.932712398,4.327569023
APCL_HUMAN,0.707754626,1.03330744,0.296259822
PRS6B_HUMAN,5.110069285,5.297988572,5.110402335
ZN546_HUMAN,2.058078915,1.724146699,2.488455847
Z780B_HUMAN,2.74316339,3.546554987,2.880743328
ZN699_HUMAN,2.548851742,2.432711588,1.947944625
ZN583_HUMAN,2.992930665,3.19699711,2.880743328
CO5A3_HUMAN,3.748981272,3.493865697,3.607329065
SHFL_HUMAN,3.332007084,3.129519424,2.964153953
SSF1_HUMAN,1.535449415,1.896423676,2.792212717
P2Y11_HUMAN,1.90399146,1.528472007,1.576029644
EIF3G_HUMAN,5.534452222,5.626404571,5.314896303
S1PR2_HUMAN,5.494512272,5.852491309,5.830417157
RM04_HUMAN,4.209995522,4.026290794,3.383215487
ICAM1_HUMAN,3.959219041,3.69397594,3.117768007
ICAM4_HUMAN,2.914383283,3.129519424,3.043004563
ICAM5_HUMAN,4.729115373,4.469943248,4.71235868
ZGLP1_HUMAN,-0.340850857,-0.340850857,-0.340850857
RAVR1_HUMAN,-0.340850857,0.273361542,1.073627923
ICAM3_HUMAN,2.831311907,2.316153655,3.117768007
ZN808_HUMAN,3.655484737,4.296208393,4.229834685
ZN611_HUMAN,4.176730561,4.549546903,4.805767932
ZNF28_HUMAN,3.502793157,3.26145925,2.792212717
ZN773_HUMAN,2.649276492,3.26145925,3.256588254
ZN549_HUMAN,2.548851742,2.432711588,1.773938675
ZN416_HUMAN,1.039210356,1.528472007,0.296259822
ZIK1_HUMAN,3.502793157,3.382337271,2.964153953
ZN134_HUMAN,3.959219041,4.062924054,4.389230572
ZN211_HUMAN,3.332007084,2.640889929,2.596971191
ZN527_HUMAN,2.324234228,2.540552476,2.596971191
ZN569_HUMAN,4.107807238,4.062924054,3.93131984
ZN571_HUMAN,2.548851742,2.050305593,1.947944625
ZN607_HUMAN,1.039210356,1.302030179,1.947944625
CP2S1_HUMAN,2.324234228,2.984287397,2.243366637
UFO_HUMAN,7.833918473,8.084769927,7.854108772
CCD97_HUMAN,2.197285588,2.540552476,2.488455847
TMM91_HUMAN,1.039210356,2.316153655,1.576029644
B9D2_HUMAN,2.914383283,2.432711588,2.371109553
ZN175_HUMAN,3.138254159,3.439178937,2.488455847
NOVA2_HUMAN,-0.340850857,-0.340850857,-0.340850857
P85B_HUMAN,0.276696563,1.03330744,1.346588607
M17L2_HUMAN,3.793551325,3.910455573,3.499619736
RAB3A_HUMAN,1.039210356,1.528472007,1.346588607
JUND_HUMAN,6.515473989,6.799832081,6.691684917
LSM4_HUMAN,4.558822407,4.851279438,4.976192541
PGPI_HUMAN,5.764567812,6.02022411,5.602086782
SSBP4_HUMAN,4.072070133,3.910455573,4.088284418
INO1_HUMAN,1.535449415,0.70280457,0.736681169
FUZZY_HUMAN,1.308561741,0.70280457,1.346588607
PTOV1_HUMAN,4.27430924,3.988703045,4.229834685
PNKP_HUMAN,3.555506503,3.739948626,3.554479343
MED25_HUMAN,3.205771307,3.988703045,3.707552626
STAP2_HUMAN,-0.340850857,0.70280457,0.296259822
AKTS1_HUMAN,4.142680453,4.549546903,3.97219083
YIPF2_HUMAN,5.056212193,5.343367585,5.392228736
DMAC2_HUMAN,4.423568075,4.32665626,4.448364344
ZN285_HUMAN,1.535449415,1.302030179,1.947944625
UBL5_HUMAN,7.31652857,7.370463632,7.360239619
AP1M1_HUMAN,4.901914174,5.202710033,4.893495293
RS15_HUMAN,8.234296849,8.350442795,8.229799424
TPC6A_HUMAN,2.992930665,3.382337271,2.792212717
ZNF30_HUMAN,1.039210356,1.03330744,1.346588607
GRRE1_HUMAN,5.73058629,5.963224799,5.726748152
ZN304_HUMAN,3.919551258,4.356474789,4.229834685
ZN254_HUMAN,2.324234228,3.129519424,2.596971191
ZN418_HUMAN,0.707754626,1.03330744,-0.340850857
ZNF71_HUMAN,2.831311907,2.734700525,2.880743328
ZN570_HUMAN,4.242510731,4.624986996,4.66328362
IGFR1_HUMAN,-0.340850857,0.273361542,-0.340850857
PEN2_HUMAN,3.702990274,3.646489942,3.442591307
HSPB6_HUMAN,6.433352907,6.458627634,6.234853778
CD320_HUMAN,2.74316339,3.26145925,3.755168893
NDUA7_HUMAN,1.731456765,1.528472007,1.576029644
RS28_HUMAN,7.137925922,7.224490029,7.122238562
ANGL4_HUMAN,4.532766978,5.046842629,4.612480248
RB11B_HUMAN,5.521261381,5.70962515,5.493970295
HNRPM_HUMAN,7.430280297,7.727841148,7.629802205
ZN414_HUMAN,3.502793157,3.493865697,2.596971191
ERD21_HUMAN,8.539200806,8.555563329,8.529306596
GRWD1_HUMAN,3.919551258,3.827719585,4.050615098
KCJ14_HUMAN,2.058078915,1.896423676,1.773938675
ST2B1_HUMAN,-0.340850857,-0.340850857,-0.340850857
RL18_HUMAN,8.609444315,8.678697566,8.561469338
SPHK2_HUMAN,3.205771307,2.540552476,3.383215487
DBP_HUMAN,0.707754626,0.273361542,0.296259822
CAH11_HUMAN,1.308561741,1.302030179,0.296259822
FUT2_HUMAN,-0.340850857,-0.340850857,-0.340850857
MASTR_HUMAN,1.039210356,0.273361542,-0.340850857
TM205_HUMAN,4.609562686,4.673174283,4.532754694
SWAP1_HUMAN,1.308561741,-0.340850857,1.576029644
EPOR_HUMAN,1.039210356,1.724146699,1.346588607
RGL3_HUMAN,2.440909998,1.896423676,3.117768007
ODAD3_HUMAN,0.276696563,-0.340850857,-0.340850857
ZN653_HUMAN,1.039210356,1.03330744,0.736681169
CNN1_HUMAN,7.254110388,7.445215859,7.26887443
PIHD1_HUMAN,5.307394649,5.313274056,5.346328429
A16A1_HUMAN,2.440909998,2.984287397,2.792212717
RS11_HUMAN,8.855269579,8.687522457,8.722849843
FCGRN_HUMAN,5.648037647,5.743872211,5.830417157
RCN3_HUMAN,4.394926169,4.385689469,3.442591307
NOSIP_HUMAN,4.035425247,4.233314293,3.499619736
TMG2_HUMAN,-0.340850857,-0.340850857,-0.340850857
RRAS_HUMAN,6.852132336,6.949182543,6.938516087
SFR19_HUMAN,2.548851742,2.822781781,2.697892218
IRF3_HUMAN,2.649276492,2.984287397,2.697892218
CPT1C_HUMAN,2.74316339,1.724146699,1.576029644
ZN526_HUMAN,3.748981272,3.784501481,4.124995154
ERF_HUMAN,4.394926169,4.787038881,4.805767932
TM145_HUMAN,-0.340850857,-0.340850857,-0.340850857
MPND_HUMAN,3.332007084,1.896423676,3.256588254
SH3G1_HUMAN,6.213155586,6.110487276,6.103050197
CAF1A_HUMAN,3.270269458,3.739948626,3.607329065
UBXN6_HUMAN,6.754052743,6.669302689,6.654500175
HDGR2_HUMAN,4.751881438,5.046842629,4.66328362
PLIN5_HUMAN,-0.340850857,-0.340850857,-0.340850857
A2GL_HUMAN,-0.340850857,-0.340850857,-0.340850857
TP8L1_HUMAN,3.332007084,3.493865697,3.321290704
RUVB2_HUMAN,3.655484737,3.26145925,3.321290704
RU17_HUMAN,5.764567812,5.313274056,5.535469214
LIN7B_HUMAN,2.914383283,2.050305593,2.243366637
ZN845_HUMAN,1.731456765,2.540552476,3.043004563
ZN525_HUMAN,2.058078915,2.905793422,2.243366637
ZN765_HUMAN,2.992930665,3.129519424,3.117768007
ZN813_HUMAN,3.138254159,2.316153655,2.964153953
REXO1_HUMAN,1.039210356,1.896423676,1.346588607
KLF16_HUMAN,3.606361504,4.098650102,3.256588254
AB17A_HUMAN,3.067421454,3.493865697,3.043004563
KC1G2_HUMAN,6.188333949,6.145068474,6.130391853
LSM7_HUMAN,4.705984286,4.523497352,4.759819163
TIM13_HUMAN,6.690658211,6.651372185,6.685553636
LMNB2_HUMAN,5.586041618,5.614114132,5.493970295
GA45B_HUMAN,5.893014111,6.119210595,6.192243311
ZN787_HUMAN,2.992930665,3.439178937,2.792212717
ZN444_HUMAN,3.332007084,3.058730152,3.554479343
TECR_HUMAN,1.308561741,0.70280457,1.576029644
NDUB7_HUMAN,5.623557992,5.766260118,5.968121624
MEGF8_HUMAN,5.840877304,5.86291664,5.738641721
CNFN_HUMAN,0.276696563,-0.340850857,0.296259822
LIPS_HUMAN,0.276696563,0.273361542,0.296259822
CEAM1_HUMAN,-0.340850857,-0.340850857,-0.340850857
DNJB1_HUMAN,6.308379979,6.451737441,6.103050197
CAMP3_HUMAN,-0.340850857,-0.340850857,-0.340850857
LRC8E_HUMAN,2.992930665,2.640889929,2.697892218
MP2K7_HUMAN,4.961726271,4.600276035,5.091977123
CTXN1_HUMAN,1.308561741,2.050305593,2.596971191
TIM44_HUMAN,3.919551258,4.719803957,4.229834685
SPP2B_HUMAN,4.47920045,3.784501481,4.011935787
ZN493_HUMAN,3.067421454,3.26145925,3.188847197
PX11C_HUMAN,0.276696563,-0.340850857,0.736681169
ZN358_HUMAN,4.774293823,4.97176764,4.935436376
MCLN1_HUMAN,0.707754626,0.70280457,0.296259822
PLPL6_HUMAN,3.606361504,3.597387599,3.043004563
PTBP1_HUMAN,6.515473989,6.799832081,6.543620087
RL13A_HUMAN,10.20592081,10.06082784,10.05212286
ZN564_HUMAN,0.276696563,0.273361542,0.296259822
ZN490_HUMAN,2.649276492,1.302030179,1.773938675
ZN791_HUMAN,5.903219129,5.982475877,6.084530242
WDR83_HUMAN,0.276696563,0.273361542,1.073627923
FBXW9_HUMAN,3.205771307,3.546554987,2.964153953
TRIR_HUMAN,4.942063148,5.415964591,4.828204932
GET3_HUMAN,3.878761874,3.19699711,3.442591307
JUNB_HUMAN,5.074388867,5.297988572,5.407209954
PRDX2_HUMAN,3.655484737,3.058730152,3.321290704
RNH2A_HUMAN,-0.340850857,0.70280457,-0.340850857
HOOK2_HUMAN,4.209995522,4.469943248,4.229834685
NOTC3_HUMAN,5.144888518,4.830182164,4.736284077
SHKB1_HUMAN,3.997825257,3.869680593,3.801263664
LTBP4_HUMAN,5.453435054,5.152602271,5.346328429
NUMBL_HUMAN,5.78678548,5.57660182,5.690467576
